"CN","INVYR","STATECD","COUNTYCD","O3PLOT","FIELD_ID","SPLIT_PLOTID","GROUND_LOC_CD","MEASYEAR","BIOSPCD","AMNT_MAX","AMNT_MIN","AMNT_MEAN","SVRTY_MAX","SVRTY_MIN","SVRTY_MEAN","PLANT_INJ_CNT","PLANT_EVAL_CNT","PLANT_RATIO","BIOSPCD_SUM","BIOSPCD_INDEX","ELEV","PLTSIZE","ASPECT","TERRPOS","SOILDPTH","SOILDRN","PLOTWET","PLTDSTRB","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"226077809010661",1999,39,87,301,30,1,1,1999,366,0,0,0,0,0,0,0,30,0,0,0,970,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226077786010661",1999,39,105,2421,242,1,1,1999,365,0.88,0.035,0.469375,0.38,0.035,0.168125,8,13,0.61538462,0.08560938,0.05268269,800,2,160,1,1,1,,0,"",2010-06-07,"10661","",,""
"226157996010661",2005,39,1,3921,392,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226157997010661",2005,39,1,3921,392,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226157998010661",2005,39,1,3921,392,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,95,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158849010661",2005,39,7,7431,743,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158850010661",2005,39,7,7431,743,1,1,2005,621,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"234059456010661",2008,39,103,5321,532,1,1,2008,541,0,0,0,0,0,0,0,30,0,0,0,1207,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234059457010661",2008,39,103,5321,532,1,1,2008,762,0,0,0,0,0,0,0,30,0,0,0,1207,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234059458010661",2008,39,103,5321,532,1,1,2008,915,0,0,0,0,0,0,0,30,0,0,0,1207,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234059468010661",2008,39,103,6151,615,1,1,2008,541,0,0,0,0,0,0,0,30,0,0,0,955,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234059469010661",2008,39,103,6151,615,1,1,2008,915,0,0,0,0,0,0,0,30,0,0,0,955,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234059467010661",2008,39,103,6151,615,1,1,2008,366,0,0,0,0,0,0,0,30,0,0,0,955,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234058363010661",2008,39,105,7461,746,1,1,2008,366,0,0,0,0,0,0,0,30,0,0,0,642,1,65,1,1,1,,0,"",2010-09-20,"10661","",,""
"234058364010661",2008,39,105,7461,746,1,1,2008,762,0,0,0,0,0,0,0,30,0,0,0,642,1,65,1,1,1,,0,"",2010-09-20,"10661","",,""
"234058365010661",2008,39,105,7461,746,1,1,2008,915,0,0,0,0,0,0,0,30,0,0,0,642,1,65,1,1,1,,0,"",2010-09-20,"10661","",,""
"234058366010661",2008,39,105,7461,746,1,1,2008,931,0,0,0,0,0,0,0,20,0,0,0,642,1,65,1,1,1,,0,"",2010-09-20,"10661","",,""
"234058786010661",2008,39,111,4841,484,1,1,2008,366,0,0,0,0,0,0,0,30,0,0,0,954,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"226158851010661",2005,39,7,7431,743,1,1,2005,762,0,0,0,0,0,0,0,30,0,0,0,1042,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158260010661",2005,39,13,15641,1564,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1237,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158261010661",2005,39,13,15641,1564,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,1237,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158262010661",2005,39,13,15641,1564,1,1,2005,931,0,0,0,0,0,0,0,30,0,0,0,1237,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158305010661",2005,39,15,6481,648,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158306010661",2005,39,15,6481,648,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158307010661",2005,39,15,6481,648,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,924,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158606010661",2005,39,37,4851,485,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158607010661",2005,39,37,4851,485,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158608010661",2005,39,37,4851,485,1,1,2005,541,0.88,0.16,0.52,0.38,0.035,0.2075,2,30,0.06666667,0.17,0.01133333,1013,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158598010661",2005,39,41,8681,868,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,936,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158599010661",2005,39,41,8681,868,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,936,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158600010661",2005,39,41,8681,868,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,936,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158610010661",2005,39,41,8921,892,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,1028,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158611010661",2005,39,41,8921,892,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1028,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158612010661",2005,39,41,8921,892,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,1028,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158869010661",2005,39,43,9581,958,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158870010661",2005,39,43,9581,958,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158871010661",2005,39,43,9581,958,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,610,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158301010661",2005,39,47,12131,1213,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158302010661",2005,39,47,12131,1213,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158303010661",2005,39,47,12131,1213,1,1,2005,915,0,0,0,0,0,0,0,30,0,0,0,834,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158313010661",2005,39,57,14351,1435,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158314010661",2005,39,57,14351,1435,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158315010661",2005,39,57,14351,1435,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,865,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158582010661",2005,39,59,3181,318,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,784,1,12,3,1,1,,0,"",2010-06-07,"10661","",,""
"226158583010661",2005,39,59,3181,318,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,784,1,12,3,1,1,,0,"",2010-06-07,"10661","",,""
"226158584010661",2005,39,59,3181,318,1,1,2005,762,0,0,0,0,0,0,0,30,0,0,0,784,1,12,3,1,1,,0,"",2010-06-07,"10661","",,""
"226158297010661",2005,39,71,8741,874,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,1121,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158298010661",2005,39,71,8741,874,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1121,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226075805010661",1998,39,79,1841,184,1,1,1998,366,0,0,0,0,0,0,0,11,0,0,0,800,2,160,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075780010661",1998,39,81,8041,804,1,1,1998,366,0,0,0,0,0,0,0,30,0,0,0,1180,1,0,5,2,1,,0,"",2010-06-07,"10661","",,""
"226075781010661",1998,39,81,8041,804,1,1,1998,611,0.16,0.035,0.085,0.38,0.035,0.179,5,14,0.35714286,0.019765,0.00705893,1180,1,0,5,2,1,,0,"",2010-06-07,"10661","",,""
"226075782010661",1998,39,81,8041,804,1,1,1998,762,0,0,0,0,0,0,0,12,0,0,0,1180,1,0,5,2,1,,0,"",2010-06-07,"10661","",,""
"226075823010661",1998,39,87,301,30,1,1,1998,541,0,0,0,0,0,0,0,30,0,0,0,970,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075824010661",1998,39,87,301,30,1,1,1998,621,0,0,0,0,0,0,0,14,0,0,0,970,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075825010661",1998,39,87,301,30,1,1,1998,931,0,0,0,0,0,0,0,13,0,0,0,970,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075800010661",1998,39,105,2421,242,1,1,1998,365,0.88,0.16,0.515,0.38,0.035,0.13416667,6,17,0.35294118,0.10008333,0.03532353,700,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075801010661",1998,39,105,2421,242,1,1,1998,621,0,0,0,0,0,0,0,11,0,0,0,700,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075802010661",1998,39,105,2421,242,1,1,1998,915,0,0,0,0,0,0,0,14,0,0,0,700,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075784010661",1998,39,119,5291,529,1,1,1998,366,0,0,0,0,0,0,0,16,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075785010661",1998,39,119,5291,529,1,1,1998,915,0,0,0,0,0,0,0,14,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075786010661",1998,39,119,5291,529,1,1,1998,931,0,0,0,0,0,0,0,21,0,0,0,720,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075788010661",1998,39,127,10451,1045,1,1,1998,915,0.88,0.16,0.515,0.38,0.16,0.19666667,6,11,0.54545455,0.11466667,0.06254545,1020,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075815010661",1998,39,131,4601,460,1,1,1998,541,0,0,0,0,0,0,0,30,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075816010661",1998,39,131,4601,460,1,1,1998,621,0,0,0,0,0,0,0,11,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075817010661",1998,39,131,4601,460,1,1,1998,915,0,0,0,0,0,0,0,30,0,0,0,1400,2,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075807010661",1998,39,141,14121,1412,1,1,1998,541,0,0,0,0,0,0,0,13,0,0,0,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226075808010661",1998,39,141,14121,1412,1,1,1998,621,0,0,0,0,0,0,0,30,0,0,0,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226075809010661",1998,39,141,14121,1412,1,1,1998,915,0.38,0.38,0.38,0.88,0.88,0.88,1,30,0.03333333,0.3344,0.01114667,900,2,360,3,1,1,,0,"",2010-06-07,"10661","",,""
"226075811010661",1998,39,141,3841,384,1,1,1998,541,0,0,0,0,0,0,0,12,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075812010661",1998,39,141,3841,384,1,1,1998,621,0,0,0,0,0,0,0,18,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075813010661",1998,39,141,3841,384,1,1,1998,915,0,0,0,0,0,0,0,30,0,0,0,660,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075827010661",1998,39,145,1531,153,1,1,1998,365,0,0,0,0,0,0,0,10,0,0,0,760,2,0,5,1,3,,1,"",2010-06-07,"10661","",,""
"226075828010661",1998,39,145,1531,153,1,1,1998,621,0,0,0,0,0,0,0,10,0,0,0,760,2,0,5,1,3,,1,"",2010-06-07,"10661","",,""
"226075829010661",1998,39,145,1531,153,1,1,1998,931,0,0,0,0,0,0,0,10,0,0,0,760,2,0,5,1,3,,1,"",2010-06-07,"10661","",,""
"226075831010661",1998,39,145,451,45,1,1,1998,621,0,0,0,0,0,0,0,10,0,0,0,1180,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075832010661",1998,39,145,451,45,1,1,1998,762,0.63,0.16,0.395,0.16,0.16,0.16,2,10,0.2,0.0632,0.01264,1180,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075833010661",1998,39,145,451,45,1,1,1998,931,0.38,0.38,0.38,0.38,0.38,0.38,1,10,0.1,0.1444,0.01444,1180,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075793010661",1998,39,163,1921,192,1,1,1998,365,0.88,0.38,0.6925,0.38,0.16,0.27,8,15,0.53333333,0.200725,0.10705333,800,2,0,5,1,2,,0,"",2010-06-07,"10661","",,""
"226075794010661",1998,39,163,1921,192,1,1,1998,915,0,0,0,0,0,0,0,14,0,0,0,800,2,0,5,1,2,,0,"",2010-06-07,"10661","",,""
"226075796010661",1998,39,163,1141,114,1,1,1998,541,0,0,0,0,0,0,0,18,0,0,0,1000,2,200,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075797010661",1998,39,163,1141,114,1,1,1998,621,0.88,0.88,0.88,0.16,0.16,0.16,1,14,0.07142857,0.1408,0.01005714,1000,2,200,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075798010661",1998,39,163,1141,114,1,1,1998,915,0.88,0.88,0.88,0.63,0.16,0.47333333,3,11,0.27272727,0.41653333,0.1136,1000,2,200,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075819010661",1998,39,1,11491,1149,1,1,1998,621,0,0,0,0,0,0,0,30,0,0,0,775,2,270,3,1,1,,0,"",2010-06-07,"10661","",,""
"226075820010661",1998,39,1,11491,1149,1,1,1998,762,0,0,0,0,0,0,0,12,0,0,0,775,2,270,3,1,1,,0,"",2010-06-07,"10661","",,""
"226075821010661",1998,39,1,11491,1149,1,1,1998,915,0,0,0,0,0,0,0,30,0,0,0,775,2,270,3,1,1,,0,"",2010-06-07,"10661","",,""
"226158299010661",2005,39,71,8741,874,1,1,2005,541,0.63,0.035,0.275,0.16,0.16,0.16,3,30,0.1,0.044,0.0044,1121,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158289010661",2005,39,73,1881,188,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,1142,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226158290010661",2005,39,73,1881,188,1,1,2005,621,0,0,0,0,0,0,0,30,0,0,0,1142,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226158291010661",2005,39,73,1881,188,1,1,2005,931,0,0,0,0,0,0,0,30,0,0,0,1142,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226158865010661",2005,39,77,13861,1386,1,1,2005,365,0,0,0,0,0,0,0,30,0,0,0,942,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158866010661",2005,39,77,13861,1386,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,942,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158867010661",2005,39,77,13861,1386,1,1,2005,762,0,0,0,0,0,0,0,30,0,0,0,942,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226157985010661",2005,39,79,3701,370,1,1,2005,366,0,0,0,0,0,0,0,30,0,0,0,649,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226157986010661",2005,39,79,3701,370,1,1,2005,541,0,0,0,0,0,0,0,30,0,0,0,649,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226157987010661",2005,39,79,3701,370,1,1,2005,915,0,0,0,0,0,0,0,30,0,0,0,649,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226158857010661",2005,39,85,2351,235,1,1,2005,541,0.035,0.035,0.035,0.035,0.035,0.035,1,30,0.03333333,0.001225,0.00004083,972,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155154010661",2004,39,105,7461,746,1,1,2004,621,0,0,0,0,0,0,0,12,0,0,0,650,1,75,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155155010661",2004,39,105,7461,746,1,1,2004,762,0,0,0,0,0,0,0,30,0,0,0,650,1,75,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155156010661",2004,39,105,7461,746,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,650,1,75,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155458010661",2004,39,111,4841,484,1,1,2004,365,0,0,0,0,0,0,0,16,0,0,0,994,2,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155459010661",2004,39,111,4841,484,1,1,2004,621,0,0,0,0,0,0,0,30,0,0,0,994,2,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155460010661",2004,39,111,4841,484,1,1,2004,931,0,0,0,0,0,0,0,30,0,0,0,994,2,140,3,1,1,,0,"",2010-06-07,"10661","",,""
"226155475010661",2004,39,119,11801,1180,1,1,2004,365,0.63,0.16,0.4775,0.38,0.16,0.325,8,26,0.30769231,0.1666,0.05126154,790,1,310,1,1,1,,0,"",2010-06-07,"10661","",,""
"226155476010661",2004,39,119,11801,1180,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,790,1,310,1,1,1,,0,"",2010-06-07,"10661","",,""
"226155477010661",2004,39,119,11801,1180,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,790,1,310,1,1,1,,0,"",2010-06-07,"10661","",,""
"226155478010661",2004,39,119,11801,1180,1,1,2004,621,0,0,0,0,0,0,0,30,0,0,0,790,1,310,1,1,1,,0,"",2010-06-07,"10661","",,""
"226155466010661",2004,39,131,8671,867,1,1,2004,365,0.63,0.16,0.27375,0.38,0.16,0.1875,8,21,0.38095238,0.061125,0.02328571,679,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155467010661",2004,39,131,8671,867,1,1,2004,366,0,0,0,0,0,0,0,30,0,0,0,679,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155468010661",2004,39,131,8671,867,1,1,2004,541,0,0,0,0,0,0,0,30,0,0,0,679,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155469010661",2004,39,131,8671,867,1,1,2004,915,0,0,0,0,0,0,0,30,0,0,0,679,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155494010661",2004,39,135,2871,287,1,1,2004,365,0,0,0,0,0,0,0,30,0,0,0,951,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155495010661",2004,39,135,2871,287,1,1,2004,366,0,0,0,0,0,0,0,27,0,0,0,951,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226155496010661",2004,39,135,2871,287,1,1,2004,541,0,0,0,0,0,0,0,16,0,0,0,951,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226075774010661",1998,39,5,9191,919,1,1,1998,915,0,0,0,0,0,0,0,30,0,0,0,1300,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075769010661",1998,39,29,9611,961,1,1,1998,541,0.88,0.88,0.88,0.16,0.16,0.16,1,29,0.03448276,0.1408,0.00485517,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075770010661",1998,39,29,9611,961,1,1,1998,915,0,0,0,0,0,0,0,30,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075771010661",1998,39,29,9611,961,1,1,1998,931,0,0,0,0,0,0,0,31,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226075776010661",1998,39,67,10341,1034,1,1,1998,366,0,0,0,0,0,0,0,17,0,0,0,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226075777010661",1998,39,67,10341,1034,1,1,1998,541,0,0,0,0,0,0,0,30,0,0,0,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226075778010661",1998,39,67,10341,1034,1,1,1998,611,0.88,0.035,0.37363636,0.88,0.035,0.37090909,11,15,0.73333333,0.23018636,0.16880333,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226075765010661",1998,39,69,3461,346,1,1,1998,365,0.16,0.16,0.16,0.035,0.035,0.035,1,21,0.04761905,0.0056,0.00026667,670,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075766010661",1998,39,69,3461,346,1,1,1998,366,0,0,0,0,0,0,0,12,0,0,0,670,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075767010661",1998,39,69,3461,346,1,1,1998,915,0.38,0.38,0.38,0.63,0.38,0.4425,4,24,0.16666667,0.16815,0.028025,670,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226075790010661",1998,39,73,2051,205,1,1,1998,365,0.88,0.16,0.4225,0.38,0.16,0.2425,8,13,0.61538462,0.0929,0.05716923,1100,2,140,5,1,2,,0,"",2010-06-07,"10661","",,""
"226075791010661",1998,39,73,2051,205,1,1,1998,621,0.88,0.035,0.41583333,0.38,0.035,0.17083333,6,14,0.42857143,0.11450417,0.04907321,1100,2,140,5,1,2,,0,"",2010-06-07,"10661","",,""
"226075804010661",1998,39,79,1841,184,1,1,1998,365,0.88,0.035,0.555625,0.38,0.035,0.226875,8,14,0.57142857,0.16095313,0.09197321,800,2,160,1,1,1,,0,"",2010-06-07,"10661","",,""
"226147891010661",2001,39,175,6571,657,1,1,2001,365,0,0,0,0,0,0,0,30,0,0,0,780,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147892010661",2001,39,175,6571,657,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,780,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147893010661",2001,39,175,6571,657,1,1,2001,541,0,0,0,0,0,0,0,30,0,0,0,780,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147894010661",2001,39,175,6571,657,1,1,2001,762,0,0,0,0,0,0,0,10,0,0,0,780,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226147548010661",2001,39,131,8671,867,1,1,2001,366,0,0,0,0,0,0,0,30,0,0,0,637,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"234061887010661",2009,39,13,15641,1564,1,1,2009,541,0,0,0,0,0,0,0,24,0,0,0,1193,2,0,1,1,1,,0,"",2010-09-20,"10661","",,""
"234061889010661",2009,39,13,15641,1564,1,1,2009,915,0,0,0,0,0,0,0,30,0,0,0,1193,2,0,1,1,1,,0,"",2010-09-20,"10661","",,""
"234061890010661",2009,39,13,15641,1564,1,1,2009,931,0,0,0,0,0,0,0,30,0,0,0,1193,2,0,1,1,1,,0,"",2010-09-20,"10661","",,""
"234061899010661",2009,39,167,10411,1041,1,4,2009,365,0,0,0,0,0,0,0,30,0,0,0,639,2,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061900010661",2009,39,167,10411,1041,1,4,2009,366,0,0,0,0,0,0,0,30,0,0,0,639,2,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061901010661",2009,39,167,10411,1041,1,4,2009,541,0,0,0,0,0,0,0,15,0,0,0,639,2,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061925010661",2009,39,163,5741,574,1,2,2009,915,0,0,0,0,0,0,0,30,0,0,0,953,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061926010661",2009,39,163,5741,574,1,2,2009,931,0,0,0,0,0,0,0,30,0,0,0,953,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061922010661",2009,39,163,5741,574,1,2,2009,366,0,0,0,0,0,0,0,13,0,0,0,953,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061923010661",2009,39,163,5741,574,1,2,2009,621,0,0,0,0,0,0,0,30,0,0,0,953,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061924010661",2009,39,163,5741,574,1,2,2009,762,0,0,0,0,0,0,0,11,0,0,0,953,1,0,1,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061928010661",2009,39,131,8671,867,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,701,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061929010661",2009,39,131,8671,867,1,1,2009,366,0,0,0,0,0,0,0,19,0,0,0,701,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061930010661",2009,39,131,8671,867,1,1,2009,915,0,0,0,0,0,0,0,12,0,0,0,701,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061931010661",2009,39,131,8671,867,1,1,2009,931,0,0,0,0,0,0,0,21,0,0,0,701,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061936010661",2009,39,73,1881,188,1,2,2009,621,0,0,0,0,0,0,0,30,0,0,0,711,1,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061938010661",2009,39,73,1881,188,1,2,2009,915,0,0,0,0,0,0,0,11,0,0,0,711,1,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061939010661",2009,39,73,1881,188,1,2,2009,931,0,0,0,0,0,0,0,30,0,0,0,711,1,0,4,1,1,,0,"",2010-09-20,"10661","",2010-09-21,"10661"
"234061941010661",2009,39,119,11801,1180,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,808,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061942010661",2009,39,119,11801,1180,1,1,2009,366,0.035,0.035,0.035,0.16,0.16,0.16,1,30,0.03333333,0.0056,0.00018667,808,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061943010661",2009,39,119,11801,1180,1,1,2009,541,0,0,0,0,0,0,0,15,0,0,0,808,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061945010661",2009,39,71,8741,874,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,1128,2,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061946010661",2009,39,71,8741,874,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,1128,2,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061948010661",2009,39,71,8741,874,1,1,2009,915,0,0,0,0,0,0,0,30,0,0,0,1128,2,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061950010661",2009,39,47,12131,1213,1,1,2009,365,0,0,0,0,0,0,0,30,0,0,0,877,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
"234061951010661",2009,39,47,12131,1213,1,1,2009,366,0,0,0,0,0,0,0,30,0,0,0,877,1,0,4,1,1,,0,"",2010-09-20,"10661","",,""
