"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","TRANSECT","SEGMNT","MEASYEAR","CONDID","SLOPE_BEGNDIST","SLOPE_ENDDIST","SLOPE","HORIZ_LENGTH","HORIZ_BEGNDIST","HORIZ_ENDDIST","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_IN_INSTANCE","MODIFIED_DATE","SEGMNT_STATUS_CD","SEGMNT_NONSAMPLE_REASN_CD","TRANSECT_LENGTH"
"211866703020004","247063364010661",2012,39,11,41,3,135,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211866704020004","247063364010661",2012,39,11,41,3,315,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211866705020004","247063364010661",2012,39,11,41,4,45,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211866706020004","247063364010661",2012,39,11,41,4,225,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877798020004","247063973010661",2012,39,13,410,1,90,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877799020004","247063973010661",2012,39,13,410,1,270,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877800020004","247063973010661",2012,39,13,410,2,180,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877806020004","247063973010661",2012,39,13,410,4,225,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877801020004","247063973010661",2012,39,13,410,2,360,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877802020004","247063973010661",2012,39,13,410,3,135,1,,1,0,5,,5,0,5,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877803020004","247063973010661",2012,39,13,410,3,135,2,,2,5,24,,19,5,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877804020004","247063973010661",2012,39,13,410,3,315,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877805020004","247063973010661",2012,39,13,410,4,45,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"276508245489998","247063940010661",2012,39,13,490,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508246489998","247063940010661",2012,39,13,490,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508248489998","247063940010661",2012,39,13,490,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508247489998","247063940010661",2012,39,13,490,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508241489998","247063940010661",2012,39,13,490,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508242489998","247063940010661",2012,39,13,490,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508243489998","247063940010661",2012,39,13,490,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508244489998","247063940010661",2012,39,13,490,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"211866277020004","247063335010661",2012,39,17,722,1,90,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866278020004","247063335010661",2012,39,17,722,1,270,1,,1,0,3.8,,3.8,0,3.8,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866279020004","247063335010661",2012,39,17,722,1,270,2,,2,3.8,24,,20.2,3.8,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866280020004","247063335010661",2012,39,17,722,2,180,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866281020004","247063335010661",2012,39,17,722,2,360,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866282020004","247063335010661",2012,39,17,722,3,135,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866283020004","247063335010661",2012,39,17,722,3,315,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866284020004","247063335010661",2012,39,17,722,4,45,1,,3,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211866285020004","247063335010661",2012,39,17,722,4,225,1,,3,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"276479313489998","247063336010661",2012,39,17,844,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479314489998","247063336010661",2012,39,17,844,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479316489998","247063336010661",2012,39,17,844,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479315489998","247063336010661",2012,39,17,844,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479317489998","247063336010661",2012,39,17,844,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479318489998","247063336010661",2012,39,17,844,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479319489998","247063336010661",2012,39,17,844,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276479320489998","247063336010661",2012,39,17,844,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"211875895020004","247063915010661",2012,39,19,71,1,90,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875896020004","247063915010661",2012,39,19,71,1,270,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875897020004","247063915010661",2012,39,19,71,2,180,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875898020004","247063915010661",2012,39,19,71,2,360,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875899020004","247063915010661",2012,39,19,71,3,135,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875900020004","247063915010661",2012,39,19,71,3,315,1,,2,0,2.9,,2.9,0,2.9,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875901020004","247063915010661",2012,39,19,71,3,315,2,,1,2.9,24,,21.1,2.9,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875902020004","247063915010661",2012,39,19,71,4,45,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211875903020004","247063915010661",2012,39,19,71,4,225,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876141020004","247063921010661",2012,39,19,378,1,90,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876142020004","247063921010661",2012,39,19,378,1,270,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876143020004","247063921010661",2012,39,19,378,2,180,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876144020004","247063921010661",2012,39,19,378,2,360,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876145020004","247063921010661",2012,39,19,378,3,135,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876146020004","247063921010661",2012,39,19,378,3,315,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876147020004","247063921010661",2012,39,19,378,4,45,1,,2,0,8.2,,8.2,0,8.2,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876148020004","247063921010661",2012,39,19,378,4,45,2,,1,8.2,24,,15.8,8.2,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211876149020004","247063921010661",2012,39,19,378,4,225,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"276523297489998","247063467010661",2012,39,21,118,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523298489998","247063467010661",2012,39,21,118,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523300489998","247063467010661",2012,39,21,118,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523299489998","247063467010661",2012,39,21,118,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523301489998","247063467010661",2012,39,21,118,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523302489998","247063467010661",2012,39,21,118,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523303489998","247063467010661",2012,39,21,118,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523304489998","247063467010661",2012,39,21,118,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523277489998","247063464010661",2012,39,21,477,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523278489998","247063464010661",2012,39,21,477,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523280489998","247063464010661",2012,39,21,477,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523279489998","247063464010661",2012,39,21,477,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523281489998","247063464010661",2012,39,21,477,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523282489998","247063464010661",2012,39,21,477,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523283489998","247063464010661",2012,39,21,477,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523284489998","247063464010661",2012,39,21,477,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485779489998","247063441010661",2012,39,25,401,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485780489998","247063441010661",2012,39,25,401,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485782489998","247063441010661",2012,39,25,401,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485781489998","247063441010661",2012,39,25,401,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485783489998","247063441010661",2012,39,25,401,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485784489998","247063441010661",2012,39,25,401,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485785489998","247063441010661",2012,39,25,401,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485786489998","247063441010661",2012,39,25,401,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508144489998","247063487010661",2012,39,27,560,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508145489998","247063487010661",2012,39,27,560,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508147489998","247063487010661",2012,39,27,560,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508146489998","247063487010661",2012,39,27,560,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508148489998","247063487010661",2012,39,27,560,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508149489998","247063487010661",2012,39,27,560,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508150489998","247063487010661",2012,39,27,560,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276508151489998","247063487010661",2012,39,27,560,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"211878245020004","247063985010661",2012,39,29,209,1,90,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878246020004","247063985010661",2012,39,29,209,1,270,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878247020004","247063985010661",2012,39,29,209,2,180,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878248020004","247063985010661",2012,39,29,209,2,360,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878249020004","247063985010661",2012,39,29,209,3,135,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878250020004","247063985010661",2012,39,29,209,3,315,1,,1,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878251020004","247063985010661",2012,39,29,209,4,45,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211878252020004","247063985010661",2012,39,29,209,4,225,1,,2,0,24,,24,0,24,"",2013-08-12,"20004","","126144",2019-06-14,1,,
"211877389020004","247063962010661",2012,39,29,606,1,90,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877390020004","247063962010661",2012,39,29,606,1,270,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877391020004","247063962010661",2012,39,29,606,2,180,1,,2,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877392020004","247063962010661",2012,39,29,606,2,360,1,,2,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877393020004","247063962010661",2012,39,29,606,3,135,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877394020004","247063962010661",2012,39,29,606,3,315,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877395020004","247063962010661",2012,39,29,606,4,45,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211877396020004","247063962010661",2012,39,29,606,4,225,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865342020004","247063223010661",2012,39,35,575,1,90,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865343020004","247063223010661",2012,39,35,575,1,270,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865344020004","247063223010661",2012,39,35,575,2,180,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865345020004","247063223010661",2012,39,35,575,2,360,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865346020004","247063223010661",2012,39,35,575,3,135,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865347020004","247063223010661",2012,39,35,575,3,315,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865348020004","247063223010661",2012,39,35,575,4,45,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211865349020004","247063223010661",2012,39,35,575,4,225,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"276525032489998","247063179010661",2012,39,39,403,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525033489998","247063179010661",2012,39,39,403,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525035489998","247063179010661",2012,39,39,403,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525034489998","247063179010661",2012,39,39,403,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525036489998","247063179010661",2012,39,39,403,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525037489998","247063179010661",2012,39,39,403,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509926489998","247064016010661",2012,39,41,465,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525038489998","247063179010661",2012,39,39,403,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525039489998","247063179010661",2012,39,39,403,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509925489998","247064016010661",2012,39,41,465,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509928489998","247064016010661",2012,39,41,465,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509927489998","247064016010661",2012,39,41,465,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509929489998","247064016010661",2012,39,41,465,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509930489998","247064016010661",2012,39,41,465,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509931489998","247064016010661",2012,39,41,465,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509932489998","247064016010661",2012,39,41,465,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"211868475020004","247063619010661",2012,39,41,574,1,90,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868476020004","247063619010661",2012,39,41,574,1,270,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868477020004","247063619010661",2012,39,41,574,2,180,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868478020004","247063619010661",2012,39,41,574,2,360,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868479020004","247063619010661",2012,39,41,574,3,135,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868480020004","247063619010661",2012,39,41,574,3,315,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868481020004","247063619010661",2012,39,41,574,4,45,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211868482020004","247063619010661",2012,39,41,574,4,225,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"276523314489998","247063563010661",2012,39,43,714,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523315489998","247063563010661",2012,39,43,714,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523317489998","247063563010661",2012,39,43,714,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523316489998","247063563010661",2012,39,43,714,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523318489998","247063563010661",2012,39,43,714,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523319489998","247063563010661",2012,39,43,714,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523320489998","247063563010661",2012,39,43,714,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276523321489998","247063563010661",2012,39,43,714,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525068489998","247063226010661",2012,39,45,165,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525069489998","247063226010661",2012,39,45,165,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525071489998","247063226010661",2012,39,45,165,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525070489998","247063226010661",2012,39,45,165,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525072489998","247063226010661",2012,39,45,165,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525073489998","247063226010661",2012,39,45,165,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525074489998","247063226010661",2012,39,45,165,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525075489998","247063226010661",2012,39,45,165,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525173489998","247063716010661",2012,39,45,438,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525174489998","247063716010661",2012,39,45,438,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525176489998","247063716010661",2012,39,45,438,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525175489998","247063716010661",2012,39,45,438,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525177489998","247063716010661",2012,39,45,438,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525178489998","247063716010661",2012,39,45,438,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525179489998","247063716010661",2012,39,45,438,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276525180489998","247063716010661",2012,39,45,438,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509870489998","247063547010661",2012,39,49,28,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509871489998","247063547010661",2012,39,49,28,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509873489998","247063547010661",2012,39,49,28,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509872489998","247063547010661",2012,39,49,28,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509874489998","247063547010661",2012,39,49,28,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509875489998","247063547010661",2012,39,49,28,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509876489998","247063547010661",2012,39,49,28,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276509877489998","247063547010661",2012,39,49,28,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540346489998","247063191010661",2012,39,49,431,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540347489998","247063191010661",2012,39,49,431,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540349489998","247063191010661",2012,39,49,431,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540348489998","247063191010661",2012,39,49,431,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540350489998","247063191010661",2012,39,49,431,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540351489998","247063191010661",2012,39,49,431,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540352489998","247063191010661",2012,39,49,431,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276540353489998","247063191010661",2012,39,49,431,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485697489998","247063265010661",2012,39,51,145,1,90,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485698489998","247063265010661",2012,39,51,145,1,270,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485700489998","247063265010661",2012,39,51,145,2,180,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485699489998","247063265010661",2012,39,51,145,2,360,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485701489998","247063265010661",2012,39,51,145,3,135,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485702489998","247063265010661",2012,39,51,145,3,315,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485703489998","247063265010661",2012,39,51,145,4,45,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"276485704489998","247063265010661",2012,39,51,145,4,225,1,2012,1,0,24,,24,0,24,"",2014-09-23,"489998","","126144",2019-06-14,1,,24
"211873919020004","247063844010661",2012,39,53,778,1,90,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211873920020004","247063844010661",2012,39,53,778,1,270,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211873921020004","247063844010661",2012,39,53,778,2,180,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211873922020004","247063844010661",2012,39,53,778,2,360,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211873923020004","247063844010661",2012,39,53,778,3,135,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
"211873924020004","247063844010661",2012,39,53,778,3,315,1,,1,0,24,,24,0,24,"",2013-07-15,"20004","","126144",2019-06-14,1,,
