"CN","PLT_CN","SBP_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","REGEN_SUBP_STATUS_CD","REGEN_NONSAMPLE_REASN_CD","SUBPLOT_SITE_LIMITATIONS","MICROPLOT_SITE_LIMITATIONS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","REGEN_MICR_STATUS_CD"
"530816489126144","375549770489998","530816441126144",2017,39,1,145,2326,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530816490126144","375549770489998","530816442126144",2017,39,1,145,2326,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816491126144","375549770489998","530816443126144",2017,39,1,145,2326,3,,,,2,"",2018-04-17,"126144","",,"",7,6,1
"530816492126144","375549770489998","530816444126144",2017,39,1,145,2326,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821971126144","375549936489998","530821913126144",2017,39,3,119,2977,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821972126144","375549936489998","530821914126144",2017,39,3,119,2977,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821973126144","375549936489998","530821915126144",2017,39,3,119,2977,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821974126144","375549936489998","530821916126144",2017,39,3,119,2977,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530822718126144","375549958489998","530822673126144",2017,39,2,73,2537,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"233228644020004","247063973010661","211877751020004",2012,39,3,13,410,4,1,,1,1,"",2014-01-29,"20004","",2016-06-21,"489998",7,1,1
"271062148489998","16232467020004","271062104489998",2013,39,1,1,3708,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271062149489998","16232467020004","271062105489998",2013,39,1,1,3708,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271062150489998","16232467020004","271062106489998",2013,39,1,1,3708,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271062151489998","16232467020004","271062107489998",2013,39,1,1,3708,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271062981489998","16232500020004","271062961489998",2013,39,1,15,2715,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271062982489998","16232500020004","271062962489998",2013,39,1,15,2715,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271062983489998","16232500020004","271062963489998",2013,39,1,15,2715,3,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271062984489998","16232500020004","271062964489998",2013,39,1,15,2715,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067509489998","16232814020004","271067461489998",2013,39,3,67,5335,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067510489998","16232814020004","271067462489998",2013,39,3,67,5335,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067511489998","16232814020004","271067463489998",2013,39,3,67,5335,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067512489998","16232814020004","271067464489998",2013,39,3,67,5335,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271065221489998","16232736020004","271065216489998",2013,39,3,75,4077,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271065222489998","16232736020004","271065217489998",2013,39,3,75,4077,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271065223489998","16232736020004","271065218489998",2013,39,3,75,4077,3,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271065224489998","16232736020004","271065219489998",2013,39,3,75,4077,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271071041489998","16232912020004","271071000489998",2013,39,3,13,2644,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271071042489998","16232912020004","271071001489998",2013,39,3,13,2644,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271071043489998","16232912020004","271071002489998",2013,39,3,13,2644,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271071044489998","16232912020004","271071003489998",2013,39,3,13,2644,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271060933489998","16232378020004","271060901489998",2013,39,6,173,3801,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271060934489998","16232378020004","271060902489998",2013,39,6,173,3801,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271060935489998","16232378020004","271060903489998",2013,39,6,173,3801,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271060936489998","16232378020004","271060904489998",2013,39,6,173,3801,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068624489998","16232839020004","271068614489998",2013,39,4,7,1794,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271068625489998","16232839020004","271068615489998",2013,39,4,7,1794,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271068626489998","16232839020004","271068616489998",2013,39,4,7,1794,3,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271068627489998","16232839020004","271068617489998",2013,39,4,7,1794,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271071768489998","16232929020004","271071748489998",2013,39,1,87,1103,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271071769489998","16232929020004","271071749489998",2013,39,1,87,1103,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271071770489998","16232929020004","271071750489998",2013,39,1,87,1103,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271071771489998","16232929020004","271071751489998",2013,39,1,87,1103,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"530822720126144","375549958489998","530822675126144",2017,39,2,73,2537,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530822721126144","375549958489998","530822676126144",2017,39,2,73,2537,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530826742126144","375549579489998","530826693126144",2017,39,6,69,5636,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530826743126144","375549579489998","530826694126144",2017,39,6,69,5636,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530826744126144","375549579489998","530826695126144",2017,39,6,69,5636,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530826745126144","375549579489998","530826696126144",2017,39,6,69,5636,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827381126144","375549685489998","530827348126144",2017,39,6,91,2885,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827382126144","375549685489998","530827349126144",2017,39,6,91,2885,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827383126144","375549685489998","530827350126144",2017,39,6,91,2885,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530816359126144","375549768489998","530816321126144",2017,39,1,145,3813,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816360126144","375549768489998","530816322126144",2017,39,1,145,3813,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816361126144","375549768489998","530816323126144",2017,39,1,145,3813,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816362126144","375549768489998","530816324126144",2017,39,1,145,3813,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823190126144","375549965489998","530823159126144",2017,39,2,163,1723,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823191126144","375549965489998","530823160126144",2017,39,2,163,1723,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823192126144","375549965489998","530823161126144",2017,39,2,163,1723,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823193126144","375549965489998","530823162126144",2017,39,2,163,1723,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530824111126144","375549978489998","530824070126144",2017,39,3,67,1501,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530824112126144","375549978489998","530824071126144",2017,39,3,67,1501,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530824113126144","375549978489998","530824072126144",2017,39,3,67,1501,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530824114126144","375549978489998","530824073126144",2017,39,3,67,1501,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827298126144","375549672489998","530827293126144",2017,39,6,147,4936,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827299126144","375549672489998","530827294126144",2017,39,6,147,4936,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827300126144","375549672489998","530827295126144",2017,39,6,147,4936,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827301126144","375549672489998","530827296126144",2017,39,6,147,4936,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530828269126144","375549739489998","530828226126144",2017,39,5,129,4055,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530828270126144","375549739489998","530828227126144",2017,39,5,129,4055,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530828271126144","375549739489998","530828228126144",2017,39,5,129,4055,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530828272126144","375549739489998","530828229126144",2017,39,5,129,4055,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530819340126144","375549318489998","530819333126144",2017,39,6,63,1590,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530819341126144","375549318489998","530819334126144",2017,39,6,63,1590,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530819342126144","375549318489998","530819335126144",2017,39,6,63,1590,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530819343126144","375549318489998","530819336126144",2017,39,6,63,1590,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827125126144","375549653489998","530827097126144",2017,39,6,171,3206,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827126126144","375549653489998","530827098126144",2017,39,6,171,3206,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827127126144","375549653489998","530827099126144",2017,39,6,171,3206,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827128126144","375549653489998","530827100126144",2017,39,6,171,3206,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827567126144","375549699489998","530827518126144",2017,39,6,21,3537,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827568126144","375549699489998","530827519126144",2017,39,6,21,3537,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827569126144","375549699489998","530827520126144",2017,39,6,21,3537,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827570126144","375549699489998","530827521126144",2017,39,6,21,3537,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530815519126144","375549745489998","530815501126144",2017,39,3,75,2969,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530815520126144","375549745489998","530815502126144",2017,39,3,75,2969,2,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530815521126144","375549745489998","530815503126144",2017,39,3,75,2969,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530815522126144","375549745489998","530815504126144",2017,39,3,75,2969,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530818617126144","375549844489998","530818555126144",2017,39,1,87,1355,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530818618126144","375549844489998","530818556126144",2017,39,1,87,1355,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530818619126144","375549844489998","530818557126144",2017,39,1,87,1355,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530818620126144","375549844489998","530818558126144",2017,39,1,87,1355,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"657550199126144","463048720489998","657550183126144",2018,39,5,165,2886,1,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657550200126144","463048720489998","657550184126144",2018,39,5,165,2886,2,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657550201126144","463048720489998","657550185126144",2018,39,5,165,2886,3,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657550202126144","463048720489998","657550186126144",2018,39,5,165,2886,4,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657549434126144","463048680489998","657549415126144",2018,39,3,121,4839,1,,,,,"",2019-04-26,"126144","",,"",7,7,2
"657549435126144","463048680489998","657549416126144",2018,39,3,121,4839,2,,,,,"",2019-04-26,"126144","",,"",7,7,2
"657549436126144","463048680489998","657549417126144",2018,39,3,121,4839,3,,,,1,"",2019-04-26,"126144","",,"",7,7,1
"657549437126144","463048680489998","657549418126144",2018,39,3,121,4839,4,,,,,"",2019-04-26,"126144","",,"",7,7,2
"657548781126144","463048573489998","657548766126144",2018,39,6,33,4995,1,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548782126144","463048573489998","657548767126144",2018,39,6,33,4995,2,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548783126144","463048573489998","657548768126144",2018,39,6,33,4995,3,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548784126144","463048573489998","657548769126144",2018,39,6,33,4995,4,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548373126144","463048551489998","657548355126144",2018,39,6,21,2936,1,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548374126144","463048551489998","657548356126144",2018,39,6,21,2936,2,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548375126144","463048551489998","657548357126144",2018,39,6,21,2936,3,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657548376126144","463048551489998","657548358126144",2018,39,6,21,2936,4,,10,,,"",2019-04-26,"126144","",,"",7,7,5
"657546651126144","463048743489998","657546605126144",2018,39,4,35,575,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657546652126144","463048743489998","657546606126144",2018,39,4,35,575,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657546653126144","463048743489998","657546607126144",2018,39,4,35,575,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657546654126144","463048743489998","657546608126144",2018,39,4,35,575,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657546978126144","463048780489998","657546973126144",2018,39,1,141,507,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657546979126144","463048780489998","657546974126144",2018,39,1,141,507,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657546980126144","463048780489998","657546975126144",2018,39,1,141,507,3,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657546981126144","463048780489998","657546976126144",2018,39,1,141,507,4,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657543113126144","463049099489998","657543056126144",2018,39,1,53,778,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543114126144","463049099489998","657543057126144",2018,39,1,53,778,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543115126144","463049099489998","657543058126144",2018,39,1,53,778,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543116126144","463049099489998","657543059126144",2018,39,1,53,778,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543502126144","463049111489998","657543453126144",2018,39,2,73,197,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"530822719126144","375549958489998","530822674126144",2017,39,2,73,2537,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"657543503126144","463049111489998","657543454126144",2018,39,2,73,197,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543504126144","463049111489998","657543455126144",2018,39,2,73,197,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543505126144","463049111489998","657543456126144",2018,39,2,73,197,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657544956126144","463049178489998","657544951126144",2018,39,3,111,884,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657544957126144","463049178489998","657544952126144",2018,39,3,111,884,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657544958126144","463049178489998","657544953126144",2018,39,3,111,884,3,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657544959126144","463049178489998","657544954126144",2018,39,3,111,884,4,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"271073938489998","16233019020004","271073917489998",2013,39,2,127,918,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073939489998","16233019020004","271073918489998",2013,39,2,127,918,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073940489998","16233019020004","271073919489998",2013,39,2,127,918,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073941489998","16233019020004","271073920489998",2013,39,2,127,918,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271060451489998","16232322020004","271060413489998",2013,39,4,7,5352,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271060452489998","16232322020004","271060414489998",2013,39,4,7,5352,2,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271060453489998","16232322020004","271060415489998",2013,39,4,7,5352,3,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271060454489998","16232322020004","271060416489998",2013,39,4,7,5352,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,5
"271067842489998","16232820020004","271067795489998",2013,39,3,59,3918,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067843489998","16232820020004","271067796489998",2013,39,3,59,3918,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067844489998","16232820020004","271067797489998",2013,39,3,59,3918,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271067845489998","16232820020004","271067798489998",2013,39,3,59,3918,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068505489998","16232836020004","271068486489998",2013,39,2,115,4845,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068506489998","16232836020004","271068487489998",2013,39,2,115,4845,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068507489998","16232836020004","271068488489998",2013,39,2,115,4845,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068508489998","16232836020004","271068489489998",2013,39,2,115,4845,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271072243489998","16232949020004","271072227489998",2013,39,2,167,2329,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271072244489998","16232949020004","271072228489998",2013,39,2,167,2329,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271072245489998","16232949020004","271072229489998",2013,39,2,167,2329,3,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271072246489998","16232949020004","271072230489998",2013,39,2,167,2329,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271073251489998","16232992020004","271073185489998",2013,39,4,133,4407,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073252489998","16232992020004","271073186489998",2013,39,4,133,4407,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073253489998","16232992020004","271073187489998",2013,39,4,133,4407,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271073254489998","16232992020004","271073188489998",2013,39,4,133,4407,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074405489998","16233029020004","271074356489998",2013,39,2,105,2981,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074406489998","16233029020004","271074357489998",2013,39,2,105,2981,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074407489998","16233029020004","271074358489998",2013,39,2,105,2981,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074408489998","16233029020004","271074359489998",2013,39,2,105,2981,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074562489998","16233032020004","271074508489998",2013,39,4,155,5061,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074563489998","16233032020004","271074509489998",2013,39,4,155,5061,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074564489998","16233032020004","271074510489998",2013,39,4,155,5061,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271074565489998","16233032020004","271074511489998",2013,39,4,155,5061,4,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271075581489998","16233051020004","271075537489998",2013,39,1,79,2106,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"657541431126144","463049030489998","657541382126144",2018,39,2,9,598,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657541432126144","463049030489998","657541383126144",2018,39,2,9,598,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657541433126144","463049030489998","657541384126144",2018,39,2,9,598,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657541434126144","463049030489998","657541385126144",2018,39,2,9,598,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657542087126144","463049061489998","657542041126144",2018,39,4,29,606,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657542088126144","463049061489998","657542042126144",2018,39,4,29,606,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657542089126144","463049061489998","657542043126144",2018,39,4,29,606,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657542090126144","463049061489998","657542044126144",2018,39,4,29,606,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543651126144","463049114489998","657543603126144",2018,39,1,141,691,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543652126144","463049114489998","657543604126144",2018,39,1,141,691,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543653126144","463049114489998","657543605126144",2018,39,1,141,691,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543654126144","463049114489998","657543606126144",2018,39,1,141,691,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657544170126144","463049144489998","657544140126144",2018,39,2,105,556,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657544171126144","463049144489998","657544141126144",2018,39,2,105,556,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657544172126144","463049144489998","657544142126144",2018,39,2,105,556,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657544173126144","463049144489998","657544143126144",2018,39,2,105,556,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657545047126144","463049180489998","657545029126144",2018,39,4,155,542,1,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657545048126144","463049180489998","657545030126144",2018,39,4,155,542,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657545049126144","463049180489998","657545031126144",2018,39,4,155,542,3,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657545050126144","463049180489998","657545032126144",2018,39,4,155,542,4,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657547963126144","463048905489998","657547927126144",2018,39,5,61,506,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657547964126144","463048905489998","657547928126144",2018,39,5,61,506,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"530827380126144","375549685489998","530827347126144",2017,39,6,91,2885,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"657547965126144","463048905489998","657547929126144",2018,39,5,61,506,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657547966126144","463048905489998","657547930126144",2018,39,5,61,506,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657540336126144","463048962489998","657540286126144",2018,39,6,11,41,1,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657540337126144","463048962489998","657540287126144",2018,39,6,11,41,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657540338126144","463048962489998","657540288126144",2018,39,6,11,41,3,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657540339126144","463048962489998","657540289126144",2018,39,6,11,41,4,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657543346126144","463049108489998","657543341126144",2018,39,3,157,295,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657543347126144","463049108489998","657543342126144",2018,39,3,157,295,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657543348126144","463049108489998","657543343126144",2018,39,3,157,295,3,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657543349126144","463049108489998","657543344126144",2018,39,3,157,295,4,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547854126144","463048903489998","657547846126144",2018,39,5,17,722,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547855126144","463048903489998","657547847126144",2018,39,5,17,722,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547856126144","463048903489998","657547848126144",2018,39,5,17,722,3,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547857126144","463048903489998","657547849126144",2018,39,5,17,722,4,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547524126144","463048839489998","657547519126144",2018,39,6,41,574,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547525126144","463048839489998","657547520126144",2018,39,6,41,574,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547526126144","463048839489998","657547521126144",2018,39,6,41,574,3,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657547527126144","463048839489998","657547522126144",2018,39,6,41,574,4,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657540913126144","463049012489998","657540891126144",2018,39,4,155,866,1,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657540914126144","463049012489998","657540892126144",2018,39,4,155,866,2,,,,1,"",2019-04-26,"126144","",,"",8,1,1
"657540915126144","463049012489998","657540893126144",2018,39,4,155,866,3,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657540916126144","463049012489998","657540894126144",2018,39,4,155,866,4,,,,,"",2019-04-26,"126144","",,"",8,1,2
"657546940126144","463048767489998","657546935126144",2018,39,3,59,486,1,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"657546941126144","463048767489998","657546936126144",2018,39,3,59,486,2,,10,,,"",2019-04-26,"126144","",,"",8,1,5
"271065155489998","16232725020004","271065120489998",2013,39,5,49,2542,1,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271065156489998","16232725020004","271065121489998",2013,39,5,49,2542,2,1,,3,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271065157489998","16232725020004","271065122489998",2013,39,5,49,2542,3,1,,1,3,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271065158489998","16232725020004","271065123489998",2013,39,5,49,2542,4,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068327489998","16232831020004","271068307489998",2013,39,3,59,2641,1,2,10,,,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,9
"271068328489998","16232831020004","271068308489998",2013,39,3,59,2641,2,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
"271068329489998","16232831020004","271068309489998",2013,39,3,59,2641,3,1,,1,1,"",2014-07-22,"489998","",2016-06-21,"489998",7,2,1
