"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","TRANSECT","SUBP","CONDID","MEASYEAR","SMALLCT","MEDIUMCT","LARGECT","RSNCTCD","PILESCD","SMALL_TL_COND","SMALL_TL_PLOT","SMALL_TL_UNADJ","MEDIUM_TL_COND","MEDIUM_TL_PLOT","MEDIUM_TL_UNADJ","LARGE_TL_COND","LARGE_TL_PLOT","LARGE_TL_UNADJ","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","FWD_STATUS_CD","FWD_NONSAMPLE_REASN_CD","FWD_SAMPLE_METHOD","SLOPE"
"175079499010661","76389156010538",2007,39,167,404,150,2,1,2007,8,3,1,0,0,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175079500010661","76389156010538",2007,39,167,404,150,3,1,2007,4,3,4,0,0,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175079501010661","76389156010538",2007,39,167,404,150,4,1,2007,9,2,1,0,0,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,2.32638150449284685654220164321288293704E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,3.87730250748807809423700273868813822841E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"216421612010661","109828427010661",2008,39,1,5656,150,1,1,2008,12,1,0,0,0,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"175077879010661","76389470010538",2007,39,29,606,150,2,2,2007,8,10,1,0,0,5.99251403326706804818869191471000660994E00,2.38096162046223741539369363196882308585E01,2.38096162046223741539369363196882308585E01,5.99251403326706804818869191471000660994E00,2.38096162046223741539369363196882308585E01,2.38096162046223741539369363196882308585E01,9.98752338877844674698115319118334434989E00,3.96826936743706235898948938661470514308E01,3.96826936743706235898948938661470514308E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"216421613010661","109828427010661",2008,39,1,5656,150,2,1,2008,6,0,0,0,0,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421614010661","109828427010661",2008,39,1,5656,150,3,1,2008,6,0,0,0,0,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421615010661","109828427010661",2008,39,1,5656,150,4,1,2008,6,0,2,0,0,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,2.35580462504229680938951455571170913282E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,3.92634104173716134898252425951951522136E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421717010661","109829095010661",2008,39,7,5352,150,1,1,2008,11,0,2,0,0,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421718010661","109829095010661",2008,39,7,5352,150,2,1,2008,9,1,0,0,0,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421719010661","109829095010661",2008,39,7,5352,150,3,1,2008,16,1,2,0,0,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421720010661","109829095010661",2008,39,7,5352,150,4,1,2008,8,0,0,0,0,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,2.37544731180817765124771255238157926852E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,3.9590788530136294187461875873026321142E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419561010661","109827621010661",2008,39,13,2644,150,1,1,2008,8,1,1,0,0,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419562010661","109827621010661",2008,39,13,2644,150,2,1,2008,6,3,1,0,0,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419563010661","109827621010661",2008,39,13,2644,150,3,1,2008,2,0,1,0,0,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419564010661","109827621010661",2008,39,13,2644,150,4,1,2008,11,3,2,0,0,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,2.38685121206796570541022578013693770539E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,3.97808535344660950901704296689489617566E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421641010661","109828639010661",2008,39,15,2715,150,1,1,2008,0,0,0,0,0,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,30,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421642010661","109828639010661",2008,39,15,2715,150,2,1,2008,0,0,0,0,0,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,30,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421643010661","109828639010661",2008,39,15,2715,150,3,1,2008,0,0,0,0,0,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,18,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,30,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421644010661","109828639010661",2008,39,15,2715,150,4,2,2008,6,0,0,0,0,5.97022314125993481399164252243143138933E00,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,5.97022314125993481399164252243143138933E00,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,9.95037190209989135665273753738571898222E00,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420596010661","109828041010661",2008,39,31,4927,150,4,1,2008,18,0,1,0,0,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420593010661","109828041010661",2008,39,31,4927,150,1,1,2008,5,0,0,0,0,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420594010661","109828041010661",2008,39,31,4927,150,2,1,2008,8,2,0,0,0,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420595010661","109828041010661",2008,39,31,4927,150,3,1,2008,9,2,2,0,0,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,2.35089462361635530249542510476315853704E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,3.9181577060272588374923751746052642284E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421933010661","109829223010661",2008,39,35,5793,150,1,1,2008,0,0,0,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421934010661","109829223010661",2008,39,35,5793,150,2,2,2008,19,4,5,0,0,6,24,24,6,24,24,10,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421935010661","109829223010661",2008,39,35,5793,150,3,1,2008,0,0,0,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421936010661","109829223010661",2008,39,35,5793,150,4,1,2008,0,0,0,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420063010661","109827809010661",2008,39,59,1944,150,4,1,2008,0,0,1,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420060010661","109827809010661",2008,39,59,1944,150,1,1,2008,3,2,2,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420061010661","109827809010661",2008,39,59,1944,150,2,1,2008,0,0,0,0,0,18,24,24,18,24,24,30,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420062010661","109827809010661",2008,39,59,1944,150,3,2,2008,0,0,0,0,0,6,24,24,6,24,24,10,40,40,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420833010661","109828069010661",2008,39,73,4384,150,2,1,2008,4,0,1,0,0,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420832010661","109828069010661",2008,39,73,4384,150,1,1,2008,10,0,1,0,0,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420834010661","109828069010661",2008,39,73,4384,150,3,1,2008,10,2,0,0,0,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419928010661","109827771010661",2008,39,99,5047,150,1,1,2008,0,0,0,0,0,1.19925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,1.19925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,1.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419925010661","109827771010661",2008,39,99,5047,150,2,3,2008,0,0,0,0,0,6,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,6,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,10,3.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419926010661","109827771010661",2008,39,99,5047,150,3,3,2008,6,1,0,0,0,6,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,6,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,10,3.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419927010661","109827771010661",2008,39,99,5047,150,4,1,2008,0,0,0,0,0,1.19925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,1.19925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,2.39925140332670680481886919147100066099E01,1.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,3.99875233887784467469811531911833443499E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420317010661","109827841010661",2008,39,105,2981,150,1,1,2008,6,0,0,0,0,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420318010661","109827841010661",2008,39,105,2981,150,2,1,2008,4,0,0,0,0,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420319010661","109827841010661",2008,39,105,2981,150,3,1,2008,6,0,0,0,0,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420320010661","109827841010661",2008,39,105,2981,150,4,1,2008,12,1,0,0,0,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,2.28176221975258498747089616751479363191E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,3.80293703292097497911816027919132271986E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419715010661","109827633010661",2008,39,111,3407,150,1,1,2008,20,2,1,0,0,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,2.94576036604624118936171193086128791569E01,3.94079755625623032502698568459985981391E01,3.94079755625623032502698568459985981391E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419716010661","109827633010661",2008,39,111,3407,150,2,2,2008,0,0,0,0,0,5.97022314125993481399164252243143138933E00,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,5.97022314125993481399164252243143138933E00,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,9.95037190209989135665273753738571898222E00,3.94079755625623032502698568459985981391E01,3.94079755625623032502698568459985981391E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419717010661","109827633010661",2008,39,111,3407,150,3,1,2008,14,3,3,0,0,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,2.94576036604624118936171193086128791569E01,3.94079755625623032502698568459985981391E01,3.94079755625623032502698568459985981391E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216419718010661","109827633010661",2008,39,111,3407,150,4,1,2008,9,0,0,0,0,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,1.76745621962774471361702715851677274941E01,2.36447853375373819501619141075991588834E01,2.36447853375373819501619141075991588834E01,2.94576036604624118936171193086128791569E01,3.94079755625623032502698568459985981391E01,3.94079755625623032502698568459985981391E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421820010661","109829209010661",2008,39,115,3640,150,1,1,2008,8,1,0,0,0,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,2.96680905860489257401168521651443020724E01,3.96556139748273724870980053563276464223E01,3.96556139748273724870980053563276464223E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421821010661","109829209010661",2008,39,115,3640,150,2,2,2008,12,0,0,0,0,5.99251403326706804818869191471000660994E00,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,5.99251403326706804818869191471000660994E00,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,9.98752338877844674698115319118334434989E00,3.96556139748273724870980053563276464223E01,3.96556139748273724870980053563276464223E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421822010661","109829209010661",2008,39,115,3640,150,3,1,2008,2,0,2,0,0,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,2.96680905860489257401168521651443020724E01,3.96556139748273724870980053563276464223E01,3.96556139748273724870980053563276464223E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421823010661","109829209010661",2008,39,115,3640,150,4,1,2008,14,2,2,0,0,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,1.78008543516293554440701112990865812435E01,2.37933683848964234922588032137965878534E01,2.37933683848964234922588032137965878534E01,2.96680905860489257401168521651443020724E01,3.96556139748273724870980053563276464223E01,3.96556139748273724870980053563276464223E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420727010661","109828053010661",2008,39,119,1949,150,1,1,2008,11,1,0,0,0,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420728010661","109828053010661",2008,39,119,1949,150,2,1,2008,10,3,1,0,0,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420729010661","109828053010661",2008,39,119,1949,150,3,1,2008,7,2,0,0,0,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420730010661","109828053010661",2008,39,119,1949,150,4,1,2008,13,2,0,0,0,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,2.39329603157869376761719769595728693886E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,3.98882671929782294602866282659547823143E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421469010661","109828417010661",2008,39,131,2188,150,1,1,2008,7,1,0,0,0,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421470010661","109828417010661",2008,39,131,2188,150,2,1,2008,10,1,1,0,0,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421471010661","109828417010661",2008,39,131,2188,150,3,1,2008,7,1,2,0,0,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421472010661","109828417010661",2008,39,131,2188,150,4,1,2008,18,1,0,0,0,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,2.37297052828180447776300823810401656674E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,3.95495088046967412960501373017336094457E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216421292010661","109828299010661",2008,39,141,5316,150,1,1,2008,7,0,3,0,0,2.39038412584697199620150129554602918038E01,2.39038412584697199620150129554602918038E01,2.39038412584697199620150129554602918038E01,2.39038412584697199620150129554602918038E01,2.39038412584697199620150129554602918038E01,2.39038412584697199620150129554602918038E01,3.98397354307828666033583549257671530064E01,3.98397354307828666033583549257671530064E01,3.98397354307828666033583549257671530064E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420835010661","109828069010661",2008,39,73,4384,150,4,1,2008,32,0,0,0,0,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,2.36745621962774471361702715851677274941E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,3.94576036604624118936171193086128791569E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420954010661","109828083010661",2008,39,79,2106,150,1,1,2008,5,1,0,0,0,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420955010661","109828083010661",2008,39,79,2106,150,2,1,2008,11,1,1,0,0,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
"216420956010661","109828083010661",2008,39,79,2106,150,3,1,2008,20,0,1,0,0,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,2.36206753036964976871662644382795228915E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,3.93677921728274961452771073971325381525E01,"",2009-10-05,"10661","",2019-06-14,"126144",,,"2",
