"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","COVER_PCT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"31298420020004","222444743010661",2011,39,1,53,3317,4,1,"ROPS",1,"ROPS",12,"",2012-03-19,"20004","",,"",6,5
"31298437020004","222444751010661",2011,39,2,115,3790,1,1,"BETH",1,"BETH",1,"",2012-03-19,"20004","",,"",6,5
"31298438020004","222444751010661",2011,39,2,115,3790,4,1,"BETH",1,"BETH",5,"",2012-03-19,"20004","",,"",6,5
"31298439020004","222444751010661",2011,39,2,115,3790,1,1,"ELUM",1,"ELUM",2,"",2012-03-19,"20004","",,"",6,5
"31298440020004","222444751010661",2011,39,2,115,3790,2,1,"ELUM",1,"ELUM",5,"",2012-03-19,"20004","",,"",6,5
"31298441020004","222444751010661",2011,39,2,115,3790,3,1,"ELUM",1,"ELUM",10,"",2012-03-19,"20004","",,"",6,5
"31298442020004","222444751010661",2011,39,2,115,3790,4,1,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31298443020004","222444751010661",2011,39,2,115,3790,4,1,"LOJA",1,"LOJA",2,"",2012-03-19,"20004","",,"",6,5
"31298444020004","222444751010661",2011,39,2,115,3790,1,1,"ROMU",1,"ROMU",5,"",2012-03-19,"20004","",,"",6,5
"31298445020004","222444751010661",2011,39,2,115,3790,2,1,"ROMU",1,"ROMU",4,"",2012-03-19,"20004","",,"",6,5
"31298446020004","222444751010661",2011,39,2,115,3790,3,1,"ROMU",1,"ROMU",35,"",2012-03-19,"20004","",,"",6,5
"31298447020004","222444751010661",2011,39,2,115,3790,4,1,"ROMU",1,"ROMU",15,"",2012-03-19,"20004","",,"",6,5
"31296197020004","222443789010661",2011,39,6,91,2885,1,1,"CIAR4",1,"CIAR4",1,"",2012-03-19,"20004","",,"",6,5
"31296198020004","222443789010661",2011,39,6,91,2885,2,1,"CIAR4",1,"CIAR4",5,"",2012-03-19,"20004","",,"",6,5
"31296199020004","222443789010661",2011,39,6,91,2885,1,1,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31296200020004","222443789010661",2011,39,6,91,2885,1,1,"LOJA",1,"LOJA",5,"",2012-03-19,"20004","",,"",6,5
"31296201020004","222443789010661",2011,39,6,91,2885,3,1,"LOJA",1,"LOJA",1,"",2012-03-19,"20004","",,"",6,5
"31296202020004","222443789010661",2011,39,6,91,2885,1,1,"ROMU",1,"ROMU",20,"",2012-03-19,"20004","",,"",6,5
"31298473020004","222444763010661",2011,39,2,167,1497,1,1,"ELUM",1,"ELUM",3,"",2012-03-19,"20004","",,"",6,5
"31298474020004","222444763010661",2011,39,2,167,1497,2,1,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31298475020004","222444763010661",2011,39,2,167,1497,4,1,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31298476020004","222444763010661",2011,39,2,167,1497,3,1,"LONIC",1,"LONIC",1,"",2012-03-19,"20004","",,"",6,5
"31298477020004","222444763010661",2011,39,2,167,1497,1,1,"MIVI",1,"MIVI",7,"",2012-03-19,"20004","",,"",6,5
"31298478020004","222444763010661",2011,39,2,167,1497,2,1,"MIVI",1,"MIVI",18,"",2012-03-19,"20004","",,"",6,5
"657556790126144","463049061489998",2018,39,4,29,606,3,1,"ROMU",1,"ROMU",75,"",2019-04-26,"126144","",,"",8,1
"657556791126144","463049061489998",2018,39,4,29,606,4,1,"ROMU",1,"ROMU",20,"",2019-04-26,"126144","",,"",8,1
"657556792126144","463049061489998",2018,39,4,29,606,1,1,"ROPS",1,"ROPS",30,"",2019-04-26,"126144","",,"",8,1
"657556793126144","463049061489998",2018,39,4,29,606,4,1,"ROPS",1,"ROPS",25,"",2019-04-26,"126144","",,"",8,1
"657556944126144","463049114489998",2018,39,1,141,691,1,1,"AIAL",1,"AIAL",1,"",2019-04-26,"126144","",,"",8,1
"657556945126144","463049114489998",2018,39,1,141,691,2,1,"AIAL",1,"AIAL",2,"",2019-04-26,"126144","",,"",8,1
"657556946126144","463049114489998",2018,39,1,141,691,4,1,"AIAL",1,"AIAL",1,"",2019-04-26,"126144","",,"",8,1
"657556947126144","463049114489998",2018,39,1,141,691,2,1,"MIVI",1,"MIVI",3,"",2019-04-26,"126144","",,"",8,1
"657556948126144","463049114489998",2018,39,1,141,691,1,1,"ROPS",1,"ROPS",1,"",2019-04-26,"126144","",,"",8,1
"657557115126144","463049144489998",2018,39,2,105,556,2,1,"LOJA",1,"LOJA",30,"",2019-04-26,"126144","",,"",8,1
"657557116126144","463049144489998",2018,39,2,105,556,3,1,"LOJA",1,"LOJA",2,"",2019-04-26,"126144","",,"",8,1
"657557117126144","463049144489998",2018,39,2,105,556,4,1,"LOJA",1,"LOJA",5,"",2019-04-26,"126144","",,"",8,1
"657557118126144","463049144489998",2018,39,2,105,556,2,1,"MIVI",1,"MIVI",20,"",2019-04-26,"126144","",,"",8,1
"657557119126144","463049144489998",2018,39,2,105,556,3,1,"MIVI",1,"MIVI",10,"",2019-04-26,"126144","",,"",8,1
"657557120126144","463049144489998",2018,39,2,105,556,4,1,"MIVI",1,"MIVI",5,"",2019-04-26,"126144","",,"",8,1
"657557121126144","463049144489998",2018,39,2,105,556,1,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657557122126144","463049144489998",2018,39,2,105,556,2,1,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",8,1
"657557123126144","463049144489998",2018,39,2,105,556,3,1,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",8,1
"657557124126144","463049144489998",2018,39,2,105,556,4,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657558056126144","463049180489998",2018,39,4,155,542,2,2,"FRAL4",1,"FRAL4",1,"",2019-04-26,"126144","",,"",8,1
"657558057126144","463049180489998",2018,39,4,155,542,2,2,"LIVU",1,"LIVU",1,"",2019-04-26,"126144","",,"",8,1
"657558058126144","463049180489998",2018,39,4,155,542,2,2,"LOMO2",1,"LOMO2",2,"",2019-04-26,"126144","",,"",8,1
"657558465126144","463048905489998",2018,39,5,61,506,2,1,"ALPE4",1,"ALPE4",2,"",2019-04-26,"126144","",,"",8,1
"657558466126144","463048905489998",2018,39,5,61,506,3,1,"ALPE4",1,"ALPE4",10,"",2019-04-26,"126144","",,"",8,1
"657558467126144","463048905489998",2018,39,5,61,506,4,1,"ALPE4",1,"ALPE4",1,"",2019-04-26,"126144","",,"",8,1
"657558468126144","463048905489998",2018,39,5,61,506,1,1,"LOMA6",1,"LOMA6",10,"",2019-04-26,"126144","",,"",8,1
"657558469126144","463048905489998",2018,39,5,61,506,2,1,"LOMA6",1,"LOMA6",15,"",2019-04-26,"126144","",,"",8,1
"657558470126144","463048905489998",2018,39,5,61,506,3,1,"LOMA6",1,"LOMA6",25,"",2019-04-26,"126144","",,"",8,1
"657558471126144","463048905489998",2018,39,5,61,506,4,1,"LOMA6",1,"LOMA6",10,"",2019-04-26,"126144","",,"",8,1
"657558472126144","463048905489998",2018,39,5,61,506,1,1,"MIVI",1,"MIVI",2,"",2019-04-26,"126144","",,"",8,1
"657558473126144","463048905489998",2018,39,5,61,506,2,1,"MIVI",1,"MIVI",1,"",2019-04-26,"126144","",,"",8,1
"657558474126144","463048905489998",2018,39,5,61,506,3,1,"MIVI",1,"MIVI",1,"",2019-04-26,"126144","",,"",8,1
"657558475126144","463048905489998",2018,39,5,61,506,4,1,"MIVI",1,"MIVI",3,"",2019-04-26,"126144","",,"",8,1
"657554898126144","463048962489998",2018,39,6,11,41,4,1,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",8,1
"657555738126144","463049012489998",2018,39,4,155,866,2,2,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657556301126144","463048805489998",2018,39,1,1,599,1,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657556302126144","463048805489998",2018,39,1,1,599,3,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657556303126144","463048805489998",2018,39,1,1,599,4,1,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",8,1
"657557477126144","463048985489998",2018,39,3,67,651,2,1,"BEVU",1,"BEVU",2,"",2019-04-26,"126144","",,"",8,1
"657557478126144","463048985489998",2018,39,3,67,651,2,1,"ELUM",1,"ELUM",1,"",2019-04-26,"126144","",,"",8,1
"657557479126144","463048985489998",2018,39,3,67,651,3,1,"ELUM",1,"ELUM",1,"",2019-04-26,"126144","",,"",8,1
"657557480126144","463048985489998",2018,39,3,67,651,4,1,"ELUM",1,"ELUM",10,"",2019-04-26,"126144","",,"",8,1
"657557481126144","463048985489998",2018,39,3,67,651,2,1,"LONIC",1,"LONIC",1,"",2019-04-26,"126144","",,"",8,1
"657557482126144","463048985489998",2018,39,3,67,651,3,1,"LONIC",1,"LONIC",1,"",2019-04-26,"126144","",,"",8,1
"657557483126144","463048985489998",2018,39,3,67,651,4,1,"LONIC",1,"LONIC",1,"",2019-04-26,"126144","",,"",8,1
"657557484126144","463048985489998",2018,39,3,67,651,1,1,"MIVI",1,"MIVI",25,"",2019-04-26,"126144","",,"",8,1
"657557485126144","463048985489998",2018,39,3,67,651,3,1,"MIVI",1,"MIVI",10,"",2019-04-26,"126144","",,"",8,1
"657557486126144","463048985489998",2018,39,3,67,651,4,1,"MIVI",1,"MIVI",20,"",2019-04-26,"126144","",,"",8,1
"657557487126144","463048985489998",2018,39,3,67,651,1,1,"ROMU",1,"ROMU",15,"",2019-04-26,"126144","",,"",8,1
"657557488126144","463048985489998",2018,39,3,67,651,2,1,"ROMU",1,"ROMU",55,"",2019-04-26,"126144","",,"",8,1
"657557489126144","463048985489998",2018,39,3,67,651,3,1,"ROMU",1,"ROMU",15,"",2019-04-26,"126144","",,"",8,1
"657557490126144","463048985489998",2018,39,3,67,651,4,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657558150126144","463048616489998",2018,39,5,165,644,1,1,"ALPE4",1,"ALPE4",10,"",2019-04-26,"126144","",,"",8,1
"657558151126144","463048616489998",2018,39,5,165,644,2,1,"ALPE4",1,"ALPE4",10,"",2019-04-26,"126144","",,"",8,1
"657558152126144","463048616489998",2018,39,5,165,644,3,1,"ALPE4",1,"ALPE4",10,"",2019-04-26,"126144","",,"",8,1
"530834692126144","375549699489998",2017,39,6,21,3537,2,1,"ROMU",1,"ROMU",15,"",2018-04-17,"126144","",,"",7,6
"530834693126144","375549699489998",2017,39,6,21,3537,3,1,"ROMU",1,"ROMU",3,"",2018-04-17,"126144","",,"",7,6
"530834694126144","375549699489998",2017,39,6,21,3537,4,1,"ROMU",1,"ROMU",3,"",2018-04-17,"126144","",,"",7,6
"530834948126144","375549844489998",2017,39,1,87,1355,2,2,"ELUM",1,"ELUM",1,"",2018-04-17,"126144","",,"",7,6
"530834949126144","375549844489998",2017,39,1,87,1355,4,2,"ELUM",1,"ELUM",1,"",2018-04-17,"126144","",,"",7,6
"530834950126144","375549844489998",2017,39,1,87,1355,2,2,"LOJA",1,"LOJA",25,"",2018-04-17,"126144","",,"",7,6
"530834951126144","375549844489998",2017,39,1,87,1355,3,2,"LOJA",1,"LOJA",15,"",2018-04-17,"126144","",,"",7,6
"530834952126144","375549844489998",2017,39,1,87,1355,4,2,"LOJA",1,"LOJA",25,"",2018-04-17,"126144","",,"",7,6
"530834953126144","375549844489998",2017,39,1,87,1355,2,2,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530834954126144","375549844489998",2017,39,1,87,1355,3,2,"MIVI",1,"MIVI",6,"",2018-04-17,"126144","",,"",7,6
"530834955126144","375549844489998",2017,39,1,87,1355,4,2,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530834956126144","375549844489998",2017,39,1,87,1355,2,2,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530834957126144","375549844489998",2017,39,1,87,1355,3,2,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530834958126144","375549844489998",2017,39,1,87,1355,4,2,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530834959126144","375549844489998",2017,39,1,87,1355,2,2,"ROPS",1,"ROPS",1,"",2018-04-17,"126144","",,"",7,6
"657555224126144","463048680489998",2018,39,3,121,4839,3,2,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",7,7
"657554649126144","463048743489998",2018,39,4,35,575,1,1,"FRAL4",1,"FRAL4",1,"",2019-04-26,"126144","",,"",8,1
"657555809126144","463049099489998",2018,39,1,53,778,1,1,"LOJA",1,"LOJA",5,"",2019-04-26,"126144","",,"",8,1
"657555810126144","463049099489998",2018,39,1,53,778,2,1,"LOJA",1,"LOJA",43,"",2019-04-26,"126144","",,"",8,1
"657555811126144","463049099489998",2018,39,1,53,778,3,1,"LOJA",1,"LOJA",50,"",2019-04-26,"126144","",,"",8,1
"657555812126144","463049099489998",2018,39,1,53,778,4,1,"LOJA",1,"LOJA",40,"",2019-04-26,"126144","",,"",8,1
"657555813126144","463049099489998",2018,39,1,53,778,2,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657555814126144","463049099489998",2018,39,1,53,778,3,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657555815126144","463049099489998",2018,39,1,53,778,4,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657555985126144","463049111489998",2018,39,2,73,197,1,1,"MIVI",1,"MIVI",2,"",2019-04-26,"126144","",,"",8,1
"657555986126144","463049111489998",2018,39,2,73,197,1,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657555987126144","463049111489998",2018,39,2,73,197,3,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657555988126144","463049111489998",2018,39,2,73,197,4,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657556582126144","463049030489998",2018,39,2,9,598,1,1,"ELUM",1,"ELUM",15,"",2019-04-26,"126144","",,"",8,1
"657556583126144","463049030489998",2018,39,2,9,598,2,1,"ELUM",1,"ELUM",20,"",2019-04-26,"126144","",,"",8,1
"657556584126144","463049030489998",2018,39,2,9,598,3,1,"ELUM",1,"ELUM",20,"",2019-04-26,"126144","",,"",8,1
"657556585126144","463049030489998",2018,39,2,9,598,4,1,"ELUM",1,"ELUM",55,"",2019-04-26,"126144","",,"",8,1
"657556586126144","463049030489998",2018,39,2,9,598,1,1,"LOJA",1,"LOJA",3,"",2019-04-26,"126144","",,"",8,1
"657556587126144","463049030489998",2018,39,2,9,598,2,1,"LOJA",1,"LOJA",1,"",2019-04-26,"126144","",,"",8,1
"657556588126144","463049030489998",2018,39,2,9,598,3,1,"LOJA",1,"LOJA",10,"",2019-04-26,"126144","",,"",8,1
"657556589126144","463049030489998",2018,39,2,9,598,4,1,"LOJA",1,"LOJA",70,"",2019-04-26,"126144","",,"",8,1
"657556590126144","463049030489998",2018,39,2,9,598,1,1,"LOMA6",1,"LOMA6",5,"",2019-04-26,"126144","",,"",8,1
"657556591126144","463049030489998",2018,39,2,9,598,2,1,"LOMA6",1,"LOMA6",1,"",2019-04-26,"126144","",,"",8,1
"657556592126144","463049030489998",2018,39,2,9,598,2,1,"LONIC",1,"LONIC",10,"",2019-04-26,"126144","",,"",8,1
"657556593126144","463049030489998",2018,39,2,9,598,4,1,"LONIC",1,"LONIC",1,"",2019-04-26,"126144","",,"",8,1
"657556594126144","463049030489998",2018,39,2,9,598,1,1,"ROMU",1,"ROMU",5,"",2019-04-26,"126144","",,"",8,1
"657556595126144","463049030489998",2018,39,2,9,598,2,1,"ROMU",1,"ROMU",30,"",2019-04-26,"126144","",,"",8,1
"657556596126144","463049030489998",2018,39,2,9,598,3,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657556597126144","463049030489998",2018,39,2,9,598,4,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657556779126144","463049061489998",2018,39,4,29,606,1,1,"ALPE4",1,"ALPE4",2,"",2019-04-26,"126144","",,"",8,1
"657556780126144","463049061489998",2018,39,4,29,606,2,2,"ALPE4",1,"ALPE4",13,"",2019-04-26,"126144","",,"",8,1
"657556781126144","463049061489998",2018,39,4,29,606,3,1,"ALPE4",1,"ALPE4",2,"",2019-04-26,"126144","",,"",8,1
"657556782126144","463049061489998",2018,39,4,29,606,4,1,"ALPE4",1,"ALPE4",1,"",2019-04-26,"126144","",,"",8,1
"657556783126144","463049061489998",2018,39,4,29,606,1,1,"ELUM",1,"ELUM",7,"",2019-04-26,"126144","",,"",8,1
"657556784126144","463049061489998",2018,39,4,29,606,2,2,"ELUM",1,"ELUM",5,"",2019-04-26,"126144","",,"",8,1
"657556785126144","463049061489998",2018,39,4,29,606,3,1,"ELUM",1,"ELUM",5,"",2019-04-26,"126144","",,"",8,1
"657556786126144","463049061489998",2018,39,4,29,606,3,1,"LOMO2",1,"LOMO2",2,"",2019-04-26,"126144","",,"",8,1
"657556787126144","463049061489998",2018,39,4,29,606,4,1,"LOMO2",1,"LOMO2",2,"",2019-04-26,"126144","",,"",8,1
"657556788126144","463049061489998",2018,39,4,29,606,1,1,"ROMU",1,"ROMU",42,"",2019-04-26,"126144","",,"",8,1
"657556789126144","463049061489998",2018,39,4,29,606,2,2,"ROMU",1,"ROMU",70,"",2019-04-26,"126144","",,"",8,1
"657558153126144","463048616489998",2018,39,5,165,644,4,1,"ALPE4",1,"ALPE4",10,"",2019-04-26,"126144","",,"",8,1
"657558154126144","463048616489998",2018,39,5,165,644,1,1,"LOMA6",1,"LOMA6",70,"",2019-04-26,"126144","",,"",8,1
"657558155126144","463048616489998",2018,39,5,165,644,2,1,"LOMA6",1,"LOMA6",70,"",2019-04-26,"126144","",,"",8,1
"657558156126144","463048616489998",2018,39,5,165,644,3,1,"LOMA6",1,"LOMA6",70,"",2019-04-26,"126144","",,"",8,1
"657558157126144","463048616489998",2018,39,5,165,644,4,1,"LOMA6",1,"LOMA6",40,"",2019-04-26,"126144","",,"",8,1
"657558158126144","463048616489998",2018,39,5,165,644,4,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657558755126144","463049076489998",2018,39,3,67,363,1,1,"BEVU",1,"BEVU",2,"",2019-04-26,"126144","",,"",8,1
"657558756126144","463049076489998",2018,39,3,67,363,3,1,"BEVU",1,"BEVU",1,"",2019-04-26,"126144","",,"",8,1
"657558757126144","463049076489998",2018,39,3,67,363,4,1,"BEVU",1,"BEVU",1,"",2019-04-26,"126144","",,"",8,1
"657558758126144","463049076489998",2018,39,3,67,363,1,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657558759126144","463049076489998",2018,39,3,67,363,2,1,"ROMU",1,"ROMU",20,"",2019-04-26,"126144","",,"",8,1
"657558760126144","463049076489998",2018,39,3,67,363,3,1,"ROMU",1,"ROMU",3,"",2019-04-26,"126144","",,"",8,1
"657558761126144","463049076489998",2018,39,3,67,363,4,1,"ROMU",1,"ROMU",10,"",2019-04-26,"126144","",,"",8,1
"657554220126144","463049127489998",2018,39,4,133,64,2,1,"BETH",1,"BETH",4,"",2019-04-26,"126144","",,"",8,1
"657554221126144","463049127489998",2018,39,4,133,64,3,1,"BETH",1,"BETH",1,"",2019-04-26,"126144","",,"",8,1
"657554222126144","463049127489998",2018,39,4,133,64,4,1,"BETH",1,"BETH",1,"",2019-04-26,"126144","",,"",8,1
"657554223126144","463049127489998",2018,39,4,133,64,2,1,"FRAL4",1,"FRAL4",1,"",2019-04-26,"126144","",,"",8,1
"657554224126144","463049127489998",2018,39,4,133,64,3,1,"LOMO2",1,"LOMO2",1,"",2019-04-26,"126144","",,"",8,1
"657554225126144","463049127489998",2018,39,4,133,64,2,1,"ROMU",1,"ROMU",1,"",2019-04-26,"126144","",,"",8,1
"657554226126144","463049127489998",2018,39,4,133,64,3,1,"ROMU",1,"ROMU",4,"",2019-04-26,"126144","",,"",8,1
"657554419126144","463049170489998",2018,39,3,19,378,3,2,"BETH",1,"BETH",3,"",2019-04-26,"126144","",,"",8,1
"657554420126144","463049170489998",2018,39,3,19,378,4,2,"CIAR4",1,"CIAR4",2,"",2019-04-26,"126144","",,"",8,1
"657554421126144","463049170489998",2018,39,3,19,378,3,2,"ELUM",1,"ELUM",40,"",2019-04-26,"126144","",,"",8,1
"657554422126144","463049170489998",2018,39,3,19,378,4,2,"ELUM",1,"ELUM",5,"",2019-04-26,"126144","",,"",8,1
"657554423126144","463049170489998",2018,39,3,19,378,3,2,"LOMO2",1,"LOMO2",35,"",2019-04-26,"126144","",,"",8,1
"657554424126144","463049170489998",2018,39,3,19,378,4,2,"LOMO2",1,"LOMO2",35,"",2019-04-26,"126144","",,"",8,1
"657554425126144","463049170489998",2018,39,3,19,378,3,2,"ROMU",1,"ROMU",25,"",2019-04-26,"126144","",,"",8,1
"657554518126144","463049176489998",2018,39,4,29,209,4,2,"AIAL",1,"AIAL",40,"",2019-04-26,"126144","",,"",8,1
"657554519126144","463049176489998",2018,39,4,29,209,4,2,"ELUM",1,"ELUM",10,"",2019-04-26,"126144","",,"",8,1
"657554520126144","463049176489998",2018,39,4,29,209,4,2,"LONIC",1,"LONIC",20,"",2019-04-26,"126144","",,"",8,1
"657554521126144","463049176489998",2018,39,4,29,209,4,2,"ROMU",1,"ROMU",4,"",2019-04-26,"126144","",,"",8,1
"657554522126144","463049176489998",2018,39,4,29,209,4,2,"ROPS",1,"ROPS",10,"",2019-04-26,"126144","",,"",8,1
"222860025010661","76389048010538",2007,39,2,9,598,1,1,"LOMA6",1,"LOMA6",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860029010661","76389048010538",2007,39,2,9,598,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860016010661","76389048010538",2007,39,2,9,598,2,1,"ELAN",1,"ELAN",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860022010661","76389048010538",2007,39,2,9,598,2,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860023010661","76389048010538",2007,39,2,9,598,3,1,"LOJA",1,"LOJA",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860027010661","76389048010538",2007,39,2,9,598,3,1,"LOMA6",1,"LOMA6",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860031010661","76389048010538",2007,39,2,9,598,3,1,"ROMU",1,"ROMU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860018010661","76389048010538",2007,39,2,9,598,4,1,"ELAN",1,"ELAN",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860020010661","76389048010538",2007,39,2,9,598,4,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860024010661","76389048010538",2007,39,2,9,598,4,1,"LOJA",1,"LOJA",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860028010661","76389048010538",2007,39,2,9,598,4,1,"LOMA6",1,"LOMA6",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860032010661","76389048010538",2007,39,2,9,598,4,1,"ROMU",1,"ROMU",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860119010661","76389852010538",2007,39,5,45,241,1,1,"ALPE4",1,"ALPE4",40,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860123010661","76389852010538",2007,39,5,45,241,1,1,"CEOR7",1,"CEOR7",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860124010661","76389852010538",2007,39,5,45,241,1,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860125010661","76389852010538",2007,39,5,45,241,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860120010661","76389852010538",2007,39,5,45,241,2,1,"ALPE4",1,"ALPE4",35,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860126010661","76389852010538",2007,39,5,45,241,2,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860121010661","76389852010538",2007,39,5,45,241,3,1,"ALPE4",1,"ALPE4",25,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860127010661","76389852010538",2007,39,5,45,241,3,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860122010661","76389852010538",2007,39,5,45,241,4,1,"ALPE4",1,"ALPE4",33,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860318010661","76389318010538",2007,39,3,111,537,4,1,"ELAN",1,"ELAN",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860322010661","76389318010538",2007,39,3,111,537,4,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860326010661","76389318010538",2007,39,3,111,537,4,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860330010661","76389318010538",2007,39,3,111,537,4,1,"ROMU",1,"ROMU",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860315010661","76389318010538",2007,39,3,111,537,1,1,"ELAN",1,"ELAN",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860319010661","76389318010538",2007,39,3,111,537,1,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860323010661","76389318010538",2007,39,3,111,537,1,1,"LOJA",1,"LOJA",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860327010661","76389318010538",2007,39,3,111,537,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,1
"222860316010661","76389318010538",2007,39,3,111,537,2,3,"ELAN",1,"ELAN",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860320010661","76389318010538",2007,39,3,111,537,2,3,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860324010661","76389318010538",2007,39,3,111,537,2,3,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860328010661","76389318010538",2007,39,3,111,537,2,3,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"234803252010661","76389318010538",2007,39,3,111,537,2,1,"ELAN",1,"ELAN",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"234803253010661","76389318010538",2007,39,3,111,537,2,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"234803254010661","76389318010538",2007,39,3,111,537,2,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"234803255010661","76389318010538",2007,39,3,111,537,2,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"225922761010661","144954021010661",2009,39,1,141,1212,3,1,"ROMU",1,"ROMU",14,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"152864998020004","144954107010661",2009,39,5,49,1720,4,1,"ALPE4",1,"ALPE4",5,"",2012-12-07,"20004","",,"",6,3
"152864999020004","144954107010661",2009,39,5,49,1720,2,1,"ALPE4",1,"ALPE4",1,"",2012-12-07,"20004","",,"",6,3
