"CN","EVAL_CN","RSCD","EVALID","ESTN_UNIT","ESTN_UNIT_DESCR","STATECD","AREALAND_EU","AREATOT_EU","AREA_USED","AREA_SOURCE","P1PNTCNT_EU","P1SOURCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"216136074010661","216135941010661",24,390801,45,"Private Cnty. Grp. 915",39,,1375561.4,1375561.4,"Pixel count",6185222,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136075010661","216135941010661",24,390801,46,"Private Cnty. Grp. 916",39,,1103289.2,1103289.2,"Pixel count",4960948,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136076010661","216135941010661",24,390801,47,"Private Cnty. Grp. 917",39,,809308.5,809308.5,"Pixel count",3639061,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136077010661","216135941010661",24,390801,48,"Private Cnty. Grp. 919",39,,782186.9,782186.9,"Pixel count",3517109,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136078010661","216135941010661",24,390801,49,"Private Cnty. Grp. 921",39,,1500294,1500294,"Pixel count",6746083,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136079010661","216135941010661",24,390801,50,"Private Cnty. Grp. 923",39,,461470.4,461470.4,"Pixel count",2075005,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136080010661","216135941010661",24,390801,51,"Private Cnty. Grp. 924",39,,624383.1,624383.1,"Pixel count",2807543,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136081010661","216135941010661",24,390801,52,"Private Cnty. Grp. 926",39,,379870.4,379870.4,"Pixel count",1708090,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136082010661","216135941010661",24,390801,53,"Private Cnty. Grp. 927",39,,756892.6,756892.6,"Pixel count",3403373,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136083010661","216135941010661",24,390801,54,"Private Cnty. Grp. 928",39,,1204999,1204999,"Pixel count",5418286,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136084010661","216135941010661",24,390801,55,"Private Cnty. Grp. 929",39,,1522387.9,1522387.9,"Pixel count",6845428,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136085010661","216135941010661",24,390801,56,"Private Cnty. Grp. 99",39,,258292.3,258292.3,"Pixel count",1161413,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136086010661","216135941010661",24,390801,57,"Public Cnty. Grp. 1",39,,21413.6,21413.6,"Pixel count",96287,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136087010661","216135941010661",24,390801,58,"Public Cnty. Grp. 111, 121",39,,9313.3,9313.3,"Pixel count",41877,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136088010661","216135941010661",24,390801,59,"Public Cnty. Grp. 119",39,,29803.7,29803.7,"Pixel count",134013,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136089010661","216135941010661",24,390801,60,"Public Cnty. Grp. 13",39,,21000.7,21000.7,"Pixel count",94430,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136090010661","216135941010661",24,390801,61,"Public Cnty. Grp. 141",39,,30958.9,30958.9,"Pixel count",139207,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136091010661","216135941010661",24,390801,62,"Public Cnty. Grp. 145",39,,61650.5,61650.5,"Pixel count",277212,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136033010661","216135941010661",24,390801,4,"Inland Census Water Cnty. Grp. 907, 905, 155, ...",39,,73822.5,73822.5,"Pixel count",331943,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136092010661","216135941010661",24,390801,63,"Public Cnty. Grp. 163",39,,30942.2,30942.2,"Pixel count",139132,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136093010661","216135941010661",24,390801,64,"Public Cnty. Grp. 29, 99, 7, 155",39,,41127.9,41127.9,"Pixel count",184932,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"197833900010661","197832298010661",24,390601,6,"CNTY/SUPER CNTY 019",39,252588.2,,252588.2,"Pixel count",1135764,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833901010661","197832298010661",24,390601,7,"CNTY/SUPER CNTY 025",39,289292.1,,289292.1,"Pixel count",1300804,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833902010661","197832298010661",24,390601,8,"CNTY/SUPER CNTY 029",39,340764.4,,340764.4,"Pixel count",1532251,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833903010661","197832298010661",24,390601,9,"CNTY/SUPER CNTY 031",39,361000.5,,361000.5,"Pixel count",1623239,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833904010661","197832298010661",24,390601,10,"CNTY/SUPER CNTY 035",39,293442.9,,293442.9,"Pixel count",1319464,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833905010661","197832298010661",24,390601,11,"CNTY/SUPER CNTY 053",39,282130.8,,282130.8,"Pixel count",1268604,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833906010661","197832298010661",24,390601,12,"CNTY/SUPER CNTY 059",39,334014.5,,334014.5,"Pixel count",1501900,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833907010661","197832298010661",24,390601,13,"CNTY/SUPER CNTY 067",39,258260.6,,258260.6,"Pixel count",1161272,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833908010661","197832298010661",24,390601,14,"CNTY/SUPER CNTY 071",39,354096.9,,354096.9,"Pixel count",1592200,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833909010661","197832298010661",24,390601,15,"CNTY/SUPER CNTY 075",39,270711.2,,270711.2,"Pixel count",1217255,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833910010661","197832298010661",24,390601,16,"CNTY/SUPER CNTY 079",39,267327.9,,267327.9,"Pixel count",1202043,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833911010661","197832298010661",24,390601,17,"CNTY/SUPER CNTY 081",39,262150.6,,262150.6,"Pixel count",1178763,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833912010661","197832298010661",24,390601,18,"CNTY/SUPER CNTY 083",39,337351.5,,337351.5,"Pixel count",1516903,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833913010661","197832298010661",24,390601,19,"CNTY/SUPER CNTY 087",39,220772.3,,220772.3,"Pixel count",992703,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833915010661","197832298010661",24,390601,20,"CNTY/SUPER CNTY 099",39,265757.9,,265757.9,"Pixel count",1194981,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833916010661","197832298010661",24,390601,21,"CNTY/SUPER CNTY 105",39,274829.3,,274829.3,"Pixel count",1235770,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833917010661","197832298010661",24,390601,22,"CNTY/SUPER CNTY 111",39,267105.1,,267105.1,"Pixel count",1201044,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833918010661","197832298010661",24,390601,23,"CNTY/SUPER CNTY 119",39,425367.6,,425367.6,"Pixel count",1912667,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833919010661","197832298010661",24,390601,24,"CNTY/SUPER CNTY 121",39,254646.1,,254646.1,"Pixel count",1145019,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833920010661","197832298010661",24,390601,25,"CNTY/SUPER CNTY 131",39,282554.2,,282554.2,"Pixel count",1270510,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833921010661","197832298010661",24,390601,26,"CNTY/SUPER CNTY 141",39,440586.9,,440586.9,"Pixel count",1981101,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"216136094010661","216135941010661",24,390801,65,"Public Cnty. Grp. 31, 19, 81, 75, 157, 59",39,,63834.7,63834.7,"Pixel count",287034,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136095010661","216135941010661",24,390801,66,"Public Cnty. Grp. 35, 926",39,,45781.8,45781.8,"Pixel count",205858,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136096010661","216135941010661",24,390801,67,"Public Cnty. Grp. 53, 87, 79, 15, 25, 71, 131",39,,60886.8,60886.8,"Pixel count",273777,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136097010661","216135941010661",24,390801,68,"Public Cnty. Grp. 67",39,,12753,12753,"Pixel count",57344,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136098010661","216135941010661",24,390801,69,"Public Cnty. Grp. 905, 901, 906",39,,31789.9,31789.9,"Pixel count",142943,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136099010661","216135941010661",24,390801,70,"Public Cnty. Grp. 907",39,,65301.8,65301.8,"Pixel count",293630,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136100010661","216135941010661",24,390801,71,"Public Cnty. Grp. 908",39,,11629.7,11629.7,"Pixel count",52293,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136101010661","216135941010661",24,390801,72,"Public Cnty. Grp. 910, 911, 912",39,,50786.5,50786.5,"Pixel count",228362,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136102010661","216135941010661",24,390801,73,"Public Cnty. Grp. 921, 916, 83, 919, 915, 917",39,,56689.9,56689.9,"Pixel count",254907,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136103010661","216135941010661",24,390801,74,"Public Cnty. Grp. 923, 924, 105, 9",39,,45238.1,45238.1,"Pixel count",203414,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136104010661","216135941010661",24,390801,75,"Public Cnty. Grp. 927, 928",39,,25567.2,25567.2,"Pixel count",114963,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136105010661","216135941010661",24,390801,76,"Public Cnty. Grp. 929",39,,21857,21857,"Pixel count",98280,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"216136106010661","216135941010661",24,390801,77,"Wayne NF",39,,237717.1,237717.1,"Pixel count",1068895,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-09-21,"10661","",2014-05-20,"489998"
"219811200010661","219811161010661",24,390700,24,"PRVT_CNTY_GRP_71",39,,343592.2,343592.2,"Pixel count",1544966,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811201010661","219811161010661",24,390700,25,"PRVT_CNTY_GRP_75",39,,269342.8,269342.8,"Pixel count",1211100,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811202010661","219811161010661",24,390700,26,"PRVT_CNTY_GRP_79",39,,257140,257140,"Pixel count",1156232,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811203010661","219811161010661",24,390700,27,"PRVT_CNTY_GRP_81",39,,254249.5,254249.5,"Pixel count",1143235,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811204010661","219811161010661",24,390700,28,"PRVT_CNTY_GRP_83",39,,335745,335745,"Pixel count",1509678,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811205010661","219811161010661",24,390700,29,"PRVT_CNTY_GRP_87",39,,213661.8,213661.8,"Pixel count",960731,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811206010661","219811161010661",24,390700,30,"PRVT_CNTY_GRP_9",39,,294855.4,294855.4,"Pixel count",1325818,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811207010661","219811161010661",24,390700,31,"PRVT_CNTY_GRP_901",39,,582276.4,582276.4,"Pixel count",2618211,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811208010661","219811161010661",24,390700,32,"PRVT_CNTY_GRP_905",39,,472292.2,472292.2,"Pixel count",2123666,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811209010661","219811161010661",24,390700,33,"PRVT_CNTY_GRP_906",39,,570316.3,570316.3,"Pixel count",2564431,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811210010661","219811161010661",24,390700,34,"PRVT_CNTY_GRP_907",39,,516928.5,516928.5,"Pixel count",2324372,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811211010661","219811161010661",24,390700,35,"PRVT_CNTY_GRP_908",39,,713388.6,713388.6,"Pixel count",3207758,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811212010661","219811161010661",24,390700,36,"PRVT_CNTY_GRP_910",39,,545826.8,545826.8,"Pixel count",2454316,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811213010661","219811161010661",24,390700,37,"PRVT_CNTY_GRP_911",39,,896533.1,896533.1,"Pixel count",4031267,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811214010661","219811161010661",24,390700,38,"PRVT_CNTY_GRP_912",39,,1318660.1,1318660.1,"Pixel count",5929363,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811215010661","219811161010661",24,390700,39,"PRVT_CNTY_GRP_915",39,,1375562,1375562,"Pixel count",6185226,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811216010661","219811161010661",24,390700,40,"PRVT_CNTY_GRP_916",39,,1103288.4,1103288.4,"Pixel count",4960949,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811217010661","219811161010661",24,390700,41,"PRVT_CNTY_GRP_917",39,,809308.3,809308.3,"Pixel count",3639061,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811218010661","219811161010661",24,390700,42,"PRVT_CNTY_GRP_919",39,,782186.1,782186.1,"Pixel count",3517109,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811219010661","219811161010661",24,390700,43,"PRVT_CNTY_GRP_921",39,,1500296.4,1500296.4,"Pixel count",6746100,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811220010661","219811161010661",24,390700,44,"PRVT_CNTY_GRP_923",39,,461485.6,461485.6,"Pixel count",2075074,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811221010661","219811161010661",24,390700,45,"PRVT_CNTY_GRP_924",39,,624385.8,624385.8,"Pixel count",2807558,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"197833922010661","197832298010661",24,390601,27,"CNTY/SUPER CNTY 145",39,380103.7,,380103.7,"Pixel count",1709138,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833923010661","197832298010661",24,390601,28,"CNTY/SUPER CNTY 155",39,394549.5,,394549.5,"Pixel count",1774100,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833924010661","197832298010661",24,390601,29,"CNTY/SUPER CNTY 157",39,363240.7,,363240.7,"Pixel count",1633317,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833925010661","197832298010661",24,390601,30,"CNTY/SUPER CNTY 163",39,263113.4,,263113.4,"Pixel count",1183092,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833926010661","197832298010661",24,390601,31,"CNTY/SUPER CNTY 901",39,589598.7,,589598.7,"Pixel count",2651137,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833929010661","197832298010661",24,390601,32,"CNTY/SUPER CNTY 905",39,478459.6,,478459.6,"Pixel count",2151400,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833930010661","197832298010661",24,390601,33,"CNTY/SUPER CNTY 906",39,584991,,584991,"Pixel count",2630417,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833931010661","197832298010661",24,390601,34,"CNTY/SUPER CNTY 907",39,579349.4,,579349.4,"Pixel count",2605048,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833932010661","197832298010661",24,390601,35,"CNTY/SUPER CNTY 908",39,724158.6,,724158.6,"Pixel count",3256188,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833933010661","197832298010661",24,390601,36,"CNTY/SUPER CNTY 910",39,559745.5,,559745.5,"Pixel count",2516902,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833934010661","197832298010661",24,390601,37,"CNTY/SUPER CNTY 911",39,900291.4,,900291.4,"Pixel count",4048173,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833935010661","197832298010661",24,390601,38,"CNTY/SUPER CNTY 912",39,1351590.7,,1351590.7,"Pixel count",6077435,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833937010661","197832298010661",24,390601,39,"CNTY/SUPER CNTY 915",39,1384253.5,,1384253.5,"Pixel count",6224314,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833938010661","197832298010661",24,390601,40,"CNTY/SUPER CNTY 916",39,1109060.6,,1109060.6,"Pixel count",4986911,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833939010661","197832298010661",24,390601,41,"CNTY/SUPER CNTY 917",39,817922.3,,817922.3,"Pixel count",3677801,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833940010661","197832298010661",24,390601,42,"CNTY/SUPER CNTY 919",39,801582.7,,801582.7,"Pixel count",3604327,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833941010661","197832298010661",24,390601,43,"CNTY/SUPER CNTY 921",39,1512684.3,,1512684.3,"Pixel count",6801806,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833943010661","197832298010661",24,390601,44,"CNTY/SUPER CNTY 923",39,484692,,484692,"Pixel count",2179425,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833944010661","197832298010661",24,390601,45,"CNTY/SUPER CNTY 924",39,631630.6,,631630.6,"Pixel count",2840139,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833945010661","197832298010661",24,390601,46,"CNTY/SUPER CNTY 926",39,404373.8,,404373.8,"Pixel count",1818270,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"219811223010661","219811161010661",24,390700,47,"PRVT_CNTY_GRP_927",39,,756892.8,756892.8,"Pixel count",3403374,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811224010661","219811161010661",24,390700,48,"PRVT_CNTY_GRP_928",39,,1204999.4,1204999.4,"Pixel count",5418286,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811225010661","219811161010661",24,390700,49,"PRVT_CNTY_GRP_929",39,,1522475.5,1522475.5,"Pixel count",6845818,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811226010661","219811161010661",24,390700,50,"PRVT_CNTY_GRP_99",39,,258293.5,258293.5,"Pixel count",1161417,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811227010661","219811161010661",24,390700,51,"PUB_UNIT_1",39,,174905.1,174905.1,"Pixel count",786466,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811228010661","219811161010661",24,390700,52,"PUB_UNIT_2",39,,76169.7,76169.7,"Pixel count",342508,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811229010661","219811161010661",24,390700,53,"PUB_UNIT_3",39,,101293.9,101293.9,"Pixel count",455475,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811230010661","219811161010661",24,390700,54,"PUB_UNIT_4",39,,187929.7,187929.7,"Pixel count",845036,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811231010661","219811161010661",24,390700,55,"PUB_UNIT_5",39,,76173.9,76173.9,"Pixel count",342526,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811232010661","219811161010661",24,390700,56,"PUB_UNIT_6",39,,78723.3,78723.3,"Pixel count",354014,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811233010661","219811161010661",24,390700,57,"WATER_UNIT_1",39,,20260.4,20260.4,"Pixel count",91117,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811234010661","219811161010661",24,390700,58,"WATER_UNIT_2",39,,11753.6,11753.6,"Pixel count",52859,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811235010661","219811161010661",24,390700,59,"WATER_UNIT_3",39,,30189,30189,"Pixel count",135766,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811236010661","219811161010661",24,390700,60,"WATER_UNIT_4",39,,73816,73816,"Pixel count",331943,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811237010661","219811161010661",24,390700,61,"WATER_UNIT_5",39,,28232.8,28232.8,"Pixel count",126971,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811238010661","219811161010661",24,390700,62,"WATER_UNIT_6",39,,76844.7,76844.7,"Pixel count",345578,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811177010661","219811161010661",24,390700,1,"NFS_914 ",39,,238161.2,238161.2,"Pixel count",1070903,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811178010661","219811161010661",24,390700,2,"PRVT_CNTY_GRP_1",39,,352287.3,352287.3,"Pixel count",1584061,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811179010661","219811161010661",24,390700,3,"PRVT_CNTY_GRP_105",39,,270844.6,270844.6,"Pixel count",1217853,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811180010661","219811161010661",24,390700,4,"PRVT_CNTY_GRP_111",39,,265188.1,265188.1,"Pixel count",1192422,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811181010661","219811161010661",24,390700,5,"PRVT_CNTY_GRP_119",39,,397202.6,397202.6,"Pixel count",1786023,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811182010661","219811161010661",24,390700,6,"PRVT_CNTY_GRP_121",39,,250717.8,250717.8,"Pixel count",1127356,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811183010661","219811161010661",24,390700,7,"PRVT_CNTY_GRP_13",39,,327000.5,327000.5,"Pixel count",1470359,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811222010661","219811161010661",24,390700,46,"PRVT_CNTY_GRP_926",39,,380053.2,380053.2,"Pixel count",1708911,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"107116576010661","107113896010661",24,399105,89,"89",39,432560,0,432560,"US CENSUS 1990",2163,"","",2007-09-21,"10661","",2012-01-03,"20004"
"107116577010661","107113896010661",24,399105,91,"91",39,288748,0,288748,"US CENSUS 1990",1444,"","",2007-09-21,"10661","",2012-01-03,"20004"
"107116578010661","107113896010661",24,399105,93,"93",39,285137,0,285137,"US CENSUS 1990",1426,"","",2007-09-21,"10661","",2012-01-03,"20004"
"107116579010661","107113896010661",24,399105,95,"95",39,199269,0,199269,"US CENSUS 1990",997,"","",2007-09-21,"10661","",2012-01-03,"20004"
